0	340.0	9.9398365	328.0	8.69376	
100	341.0	9.9295845	329.0	8.685137	
200	342.0	9.918998	330.0	8.676203	
300	344.0	9.908147	331.0	8.666907	
400	345.0	9.896905	332.0	8.6572485	
500	346.0	9.885262	333.0	8.647228	
600	347.0	9.873223	335.0	8.637006	
700	348.0	9.8607855	336.0	8.626426	
800	349.0	9.848014	337.0	8.615479	
900	351.0	9.834915	338.0	8.604162	
1000	352.0	9.821401	339.0	8.59247	
1100	353.0	9.807474	340.0	8.580453	
1200	354.0	9.793128	341.0	8.568158	
1300	355.0	9.778361	343.0	8.555479	
1400	357.0	9.76318	344.0	8.542418	
1500	358.0	9.747562	345.0	8.528968	
1600	359.0	9.731595	346.0	8.515133	
1700	360.0	9.715205	347.0	8.500909	
1800	361.0	9.698369	348.0	8.486316	
1900	363.0	9.62085	350.0	8.41042	
2000	364.0	9.442997	351.0	8.244793	
2100	364.0	9.266282	350.0	8.080381	
2200	363.0	9.09083	350.0	7.916919	
2300	363.0	8.916435	349.0	7.754427	
2400	362.0	8.743081	349.0	7.5931015	
2500	362.0	8.570956	348.0	7.432681	
2600	361.0	8.455259	347.0	7.3307767	
2700	361.0	8.500656	347.0	7.3742075	
2800	362.0	8.544524	349.0	7.416414	
2900	364.0	8.586852	351.0	7.4573483	
3000	366.0	8.62769	353.0	7.49696	
3100	368.0	8.667097	355.0	7.535249	
3200	370.0	8.704918	357.0	7.5721884	
3300	372.0	8.741131	359.0	7.60778	
3400	374.0	8.775844	360.0	7.6421585	
3500	376.0	8.809033	362.0	7.675178	
3600	378.0	8.840552	364.0	7.7068095	
3700	380.0	8.870449	366.0	7.7370353	
3800	382.0	8.843303	368.0	7.706179	
3900	384.0	8.660781	370.0	7.535019	
4000	384.0	8.479465	370.0	7.3649716	
4100	383.0	8.299179	369.0	7.195951	
4200	383.0	8.119958	368.0	7.027858	
4300	382.0	7.9419527	368.0	6.860925	
4400	382.0	7.7649226	367.0	6.694851	
4500	381.0	7.589008	366.0	6.529872	
4600	380.0	7.4141665	366.0	6.3657975	
4700	380.0	7.2403283	365.0	6.2027197	
4800	379.0	7.0676246	364.0	6.040591	
4900	378.0	6.89585	363.0	5.879394	
5000	378.0	6.7252274	363.0	5.71915	
5100	377.0	6.555488	362.0	5.5598106	
5200	376.0	6.3868904	361.0	5.40139	
5300	375.0	6.219172	360.0	5.2438874	
5400	374.0	6.0525312	359.0	5.08723	
5500	374.0	5.8868027	358.0	4.931573	
5600	373.0	5.7220664	357.0	4.7767415	
5700	372.0	5.558303	356.0	4.6228104	
5800	371.0	5.395403	356.0	4.4698234	
5900	370.0	5.233571	355.0	4.317659	
6000	369.0	5.0725875	353.0	4.1663136	
6100	368.0	4.91251	352.0	4.015941	
6200	367.0	4.7534137	351.0	3.866376	
6300	366.0	4.595161	350.0	3.717614	
6400	365.0	4.43777	349.0	3.5696604	
6500	364.0	4.281356	348.0	3.4226074	
6600	363.0	4.125774	346.0	3.2763567	
6700	362.0	3.9710214	345.0	3.130893	
6800	361.0	3.8171275	344.0	2.9862123	
6900	359.0	3.6641421	342.0	2.8423123	
7000	358.0	3.511974	341.0	2.6991854	
7100	357.0	3.3606157	339.0	2.5568585	
7200	355.0	3.2100627	337.0	2.415309	
7300	354.0	3.060313	336.0	2.2745059	
7400	353.0	2.9114027	334.0	2.1344478	
7500	351.0	2.7633045	332.0	1.9951214	
7600	349.0	2.61598	330.0	1.8565203	
7700	348.0	2.4694288	328.0	1.7186397	
7800	346.0	2.3236434	325.0	1.58147	
7900	344.0	2.1786165	323.0	1.4450028	
8000	342.0	2.0343437	320.0	1.3092264	
8100	340.0	1.8908141	318.0	1.1741333	
8200	337.0	1.748012	314.0	1.0397134	
8300	335.0	1.6059446	311.0	0.9059553	
8400	333.0	1.4645866	307.0	0.77289534	
8500	330.0	1.3239343	303.0	0.6404887	
8600	327.0	1.1839796	299.0	0.50871783	
8700	324.0	1.0447066	293.0	0.37756696	
8800	320.0	0.90613943	286.0	0.2470277	
8900	316.0	0.7682681	277.0	0.117086135	
9000	312.0	0.63105	255.0	-0.012190546	
9100	307.0	0.494474	256.0	-0.14087752	
9200	301.0	0.35852537	257.0	-0.26900327	
9300	293.0	0.22320968	258.0	-0.3965833	
9400	282.0	0.08857941	260.0	-0.5235156	
9500	263.0	-0.045456283	261.0	-0.6499165	
9600	264.0	-0.1789191	262.0	-0.77581537	
9700	266.0	-0.31175154	264.0	-0.9011006	
9800	267.0	-0.4439732	265.0	-1.025887	
9900	268.0	-0.57566315	267.0	-1.1501825	
10000	270.0	-0.7067494	268.0	-1.2739058	
