// Battle of France 1940							
[Operations]									
oRuAttackSoft 00101:50509			VVS 3Y 9B 		LW 4F 6F 1R				
oRuAttackSoft 00101:50509			VVS 3Y 3B 		LW 4F 2F 1R			
oRuAttackSoft 00101:50509			VVS 3Y 6B 	 	LW 6F 4F 2F			
oRuAttackSoft 00101:50509			VVS 3Y 6fB 	 	LW 2F 4F 2F			
oRuAttackSoft 00101:50509			VVS 3Y 6B 	 	LW 2F 4F 2F			
oRuAttackArmor 		00101:50509					VVS 3Y 3fB 3F	 	LW 4F 5F
oRuAttackArmor 		00101:50509					VVS 3Y 3fB 6F	 	LW 6F 5F 1R
oRuAttackArmor 		00101:50509					VVS 3Y 6fB 3F	 	LW 4F 5F
oRuAttackArmor 		00101:50509					VVS 3Y 3fB 6F	 	LW 6F 6F
oRuAttackArmor 		00101:50509					VVS 9Y 3fB 3F	 	LW 8F 5F 1R
oRuAttackArmor 		00101:50509					VVS 3Y 6fB 3F	 	LW 4F 3F
oRuAttackArmor 		00101:50509					VVS 6Y 3fB 6F		LW 3F 5F
oRuAttackCluster 	00101:50509				VVS 3Y 3fB 3F	 	LW 3F 4F
oRuAttackCluster 	00101:50509				VVS 3Y 3fB 3F 		LW 3F 3F
oRuAttackCluster 	00101:50509				VVS 3Y 3fB 3F	 	LW 6F 2F
oRuAttackCluster 	00101:50509				VVS 3Y 3fB 6F 		LW 4F 6F 1R
oRuAttackCluster 	00101:50509				VVS 6Y 2fB 3F	 	LW 5F 5F
oRuAttackCluster 	00101:50509				VVS 9Y 6fB 3F 		LW 8F 4F
oRuAttackCluster 	00101:50509				VVS 3Y 6fB 3F	 	LW 6F 3F 1R
oRuAttackAF 00101:50509				VVS 3Y 6F	 	LW 2F 
oRuAttackAF 00101:50509				VVS 3Y  		LW 3T 4F 3T 
oRuAttackAF 00101:50509				VVS 3Y 6F	 	LW 3B 2F 
oRuAttackAF 00101:50509				VVS 6Y 	 		LW 2F 1R
oRuAttackAF 00101:50509				VVS 3Y 	 		LW 4F 
oRuAttackAF 00101:50509				VVS 6Y 	 		LW 6B 2F
oRuAttackAF 00101:50509				VVS 3Y 3F 		LW 4F 2F
oRuBombAF 		00101:50509				VVS 9B 6Y 		LW 6F 2F
oRuBombAF 		00101:50509				VVS 6B 6Y 		LW 6F 5F
oRuBombAF 		00101:50509				VVS 9B 8Y 		LW 4F 4F
oRuBombShips 00101:50509			VVS 6B 6Y 		LW 4F 2F			
oRuBombShips 00101:50509			VVS 6fB 6Y 		LW 2F 4F 2F			
oRuBombShips 00101:50509			VVS 9B 6Y 		LW 6F 4F 4F			
oRuBombShips 00101:50509			VVS 6B 6Y 		LW 4F 2F 1R			
oRuBombShips 00101:50509			VVS 9B 6Y 		LW 2F 4F 2F				
oRuBombShips 00101:50509			VVS 9fB 6Y 		LW 2F 4F 4F				
oRuBombShips 00101:50509			VVS 9B 6Y 		LW 4F 2F 1R				
oRuBombShips 00101:50509			VVS 9B 6Y 		LW 6F 4F 2F				
oRuBombShips 00101:50509			VVS 9fB 6Y 		LW 2F 4F 4F				
oRuBombShips 00101:50509			VVS 9B 6Y 		LW 2F 4F 4F				
oRuBTransfer 00101:50509			VVS 6B 6Y		LW 2F 1R 	
oRuBTransfer 00101:50509			VVS 3B 6Y 		LW 4F 2F  		
oRuBTransfer 00101:50509			VVS 6B 6Y		LW 2F 4F 1R	
oRuBTransfer 00101:50509			VVS 3B 6Y 		LW 2F 4F 1R 		
oRuBTransfer 00101:50509			VVS 6B 6Y		LW 4F 2F  	
oRuDefendAF 00101:50509				VVS 3Y		 	LW 3dB 2F 
oRuDefendAF 00101:50509				VVS 3Y  		LW 8B 2F 1R	
oRuDefendAF 00101:50509				VVS 6Y  		LW 9dB 4dB 4F		
oRuDefendAF 00101:50509				VVS 6Y		 	LW 4fB 4F 
oRuDefendAF 00101:50509				VVS 6Y	 		LW 9B 4F 4F 	
oRuDefendAF 00101:50509				VVS 6Y  		LW 9B 2F 4F 	
oRuDefendAF 00101:50509				VVS 6Y  		LW 4F 8F 1R	
oRuDefendAF 00101:50509				VVS 6Y 3F 		LW 8B 2F 4F 	
oRuDefendAF 00101:50509				VVS 6Y  		LW 6dB 4F 4F 		
oRuDefendShips 00101:50509			VVS 3Y 			LW 9dB 4F  			
oRuDefendShips 00101:50509			VVS 3Y  		LW 9B 2F				
oRuDefendShips 00101:50509			VVS 3Y  		LW 8dB 2F 4F 				
oRuDefendShips 00101:50509			VVS 3Y  		LW 9B 2F 2F 				
oRuDefendShips 00101:50509			VVS 6Y 			LW 5dB 4F 1R			
oRuDefendShips 00101:50509			VVS 6Y  		LW 9dB 2F 2F 				
oRuDefendShips 00101:50509			VVS 6Y  		LW 7dB 4F 2F 				
oRuDefendShips 00101:50509			VVS 6Y	 		LW 9B 4F 2F 				
oRuDefendShips 00101:50509			VVS 6Y 			LW 9dB 4F 2F 				
oRuDefendShips 00101:50509			VVS 3Y	 		LW 9B 4F 2F 1R			
oRuDefendSoft 00101:50509			VVS 6Y 			LW 9B 2F 2F 	
oRuDefendSoft 00101:50509			VVS 3Y  		LW 4fB 2F 1R		
oRuDefendSoft 00101:50509			VVS 3Y  		LW 6fB 2fB 2fB 			
oRuDefendSoft 00101:50509			VVS 6Y 			LW 9B 9B 2F 	
oRuDefendSoft 00101:50509			VVS 6Y 			LW 9B 4F 1R		
oRuDefendSoft 00101:50509			VVS 6Y  		LW 8fB 2F 2F			
oRuDefendSoft 00101:50509			VVS 6Y  		LW 4fB 2F 4F			
oRuDefendSoft 00101:50509			VVS 9Y  		LW 8fB 4F 2F			
oRuDefendSoft 00101:50509			VVS 9Y  		LW 8fB 4F 		
oRuDefendBridge 00101:50509			VVS 3Y  		LW 9B 4F 1R 		
oRuDefendBridge 00101:50509			VVS 6Y  		LW 9dB 9dB 5dB   		
oRuDefendBridge 00101:50509			VVS 6Y  		LW 9B 5B 4F    		
oRuDefendBridge 00101:50509			VVS 3Y	 		LW 9B 2F 2F  	
oRuDefendBridge 00101:50509			VVS 6Y  		LW 5dB 2F  		
oRuDefendBridge 00101:50509			VVS 6Y  		LW 9B 2F 2F  	
oRuDefendBridge 00101:50509			VVS 6Y  		LW 6B 1R
oRuDefendBridge 00101:50509			VVS 6Y 3F 		LW 3B 2F 4F 4F   	
oRuDefendBridge 00101:50509			VVS 3Y  		LW 9B 6B 2F 4F   	
oRuFTransfer 00101:50509			VVS 2T 6Y 		LW 4F 2F  	
oRuFTransfer 00101:50509			VVS 2T 6Y 		LW 2F 4F 1R  		
oRuFTransfer 00101:50509			VVS 3T 9Y 		LW 9F 4F  	
oRuFTransfer 00101:50509			VVS 3T 9Y 		LW 4F 8F 1R		
oRuFTransfer 00101:50509			VVS 3T 9Y 		LW 9F 2F  		
oRuParadropIntercept 00101:50509		VVS 3Y 3F			LW 3P 7F
oRuParadropIntercept 00101:50509		VVS 3Y 3F 			LW 6P 4F 4F
oRuParadropIntercept 00101:50509		VVS 3Y 3F 0F 			LW 8P 8F 1R  
oRuParadropIntercept 00101:50509		VVS 3Y 6F 			LW 9P 6F 4F  
oRuParadropIntercept 00101:50509		VVS 3Y 6F 0F 		 	LW 6P 4F 
oRuParadropIntercept 00101:50509		VVS 3Y 3F 0F			LW 3P 8F  
oRuParadropIntercept 00101:50509	      	VVS 3Y 6F 0F 			LW 8P 8F 1R 
oRuParadropIntercept 00101:50509	      	VVS 3Y 6F 0F 			LW 4P 6F 1R 
oRuParadropIntercept 00101:50509	      	VVS 3Y 6F 0F 			LW 6P 8F   
oRuPatrol 00101:50509					VVS 3Y 3F 0F 		LW 4F 4fB 1R
oRuPatrol 00101:50509					VVS 6Y 3F 0F 		LW 9F 5fB
oRuPatrol 00101:50509					VVS 3Y 3F 0F		LW 4F 4dB
oRuPatrolAF 00101:50509				VVS 3Y 6F 0F  		LW 8fB 2B 2F
oRuPatrolAF 00101:50509				VVS 3Y 6F 		LW 2B 8F 1R
oRuPatrolAF 00101:50509				VVS 3Y 3F 0F 		LW 2fB 2B 2F
oRuPatrolAF 00101:50509				VVS 3Y 3F 0F		LW 4F 4dB 1R
oRuPatrolAF 00101:50509				VVS 3Y 3F 0F 		LW 4dB 4B 4F
oRuPatrolBridge 00101:50509			VVS 3Y 3F 0F		LW 4fB 4F 1R
oRuPatrolBridge 00101:50509			VVS 3Y 6F 		LW 2B 8F 1R
oRuPatrolBridge 00101:50509			VVS 3Y 3F 0F		LW 2fB 2B 8F
oRuPatrolBridge 00101:50509			VVS 3Y 3F 0F 		LW 2dB 4F 1R
oRuPatrolBridge 00101:50509			VVS 3Y 6F 0F 		LW 4dB 8fB 8F
oRuPatrolBridge 00101:50509			VVS 3Y 3F 0F  		LW 4dB 6F 1R
oRuPatrolBridge 00101:50509			VVS 3Y 3F 0F   		LW 2B 4F 8fB
oRuPatrolBridge 00101:50509			VVS 3Y 6F 0F   		LW 2B 4F 1R
oRuPatrolSoft 00101:50509		    VVS 3Y 6F 0F 	LW 8F 1R
oRuPatrolSoft 00101:50509		    VVS 3Y 6F		LW 2B 8F 1R
oRuPatrolSoft 00101:50509		    VVS 3Y 3F		LW 2B 2fB 4F
oRuPatrolSoft 00101:50509		    VVS 3Y 3F 0F 	LW 4dB 2F
oRuPatrolSoft 00101:50509		    VVS 3Y 3F 0F	LW 2B 2F 1R
oRuPatrolTown 00101:50509				VVS 3Y 3F 0F 		LW 8F 1R
oRuPatrolTown 00101:50509				VVS 3Y 6F 0F  		LW 4dB 8F
oRuPatrolTown 00101:50509				VVS 3Y 6F		LW 2dB 4F 1R
oRuPatrolShips 00101:50509			VVS 3Y 3F 		LW 4fB 4F
oRuPatrolShips 00101:50509			VVS 3Y 3F 		LW 9B 4F 1R
oRuPatrolShips 00101:50509			VVS 6Y 3F 		LW 9B 4fB 2F 4F  
oRuPatrolShips 00101:50509			VVS 3Y 3F 		LW 9B 6fB 4F  
oRuPatrolShips 00101:50509			VVS 6Y 3F 		LW 9B 4F 4F  
oRuPatrolShips 00101:50509			VVS 6Y 3F 		LW 8fB 4F 1R 
oRuPatrolShips 00101:50509			VVS 3Y 			LW 9B 4F 4F
oRuPatrolShips 00101:50509			VVS 6Y 3F 		LW 9B 4F 4F  
oRuPatrolShips 00101:50509			VVS 6Y 3F 		LW 4fB 4F  
oRuPatrolShips 00101:50509			VVS 6Y 			LW 9B 8fB 4F
oRuRecon	00101:50509 			VVS 3Y			LW 2F 1R	
oRuRecon	00101:50509 			VVS 3Y			LW 4F	
oRuRecon	00101:50509 			VVS 3Y 3F		LW 4F 1R		
oRuRecon	00101:50509			VVS 3Y 3F		LW 2F 2F 2F		
oRuRecon	00101:50509 			VVS 3Y 3F		LW 2F 2F 2F		
oRuReconAF	00101:50509 			VVS 3Y			LW 2F	
oRuReconAF	00101:50509 			VVS 3Y			LW 4F	
oRuReconAF	00101:50509 			VVS 3Y 3F		LW 4F 1R		
oRuReconAF	00101:50509 			VVS 3Y 3F		LW 2F 2F 2F		
oRuReconEscort 00101:50509			VVS 1R 3Y 		LW 2F 2F	
