1	100	Moscow
1	75	Leningrad
1	25	Novosibirsk
1	20	Stalingrad
1	20	Rostov-na-Donu
1	20	Sverdlovsk
1	20	Kalinin
1	20	Ufa
1	20	Vladivostok
1	20	Murmansk
1	15	Novgorod
1	10	Pskov
1	15	Kirov
1	15	Chelyabinsk
1	15	Krasnodar
1	15	Molotov
1	10	Ordzhonikidze
1	5	Kostroma
1	1	Shuya
1	3	Orel
1	3	Belgorod
1	3	Ulyanovsk
1	2	Syzran
1	1	Cheboksary
1	3	Izhevsk
1	5	Tula
1	5	Stavropol
1	5	Grozny
1	3	Kislovodsk
1	1	Armavir
1	1	Maykop
1	10	Kuybyshev
1	10	Stalinsk
1	10	Tomsk
1	10	Irkutsk
1	10	Khabarovsk
1	10	Krasnoyarsk
1	10	Arkhangelsk
1	10	Kursk
1	10	Sevastopol
1	5	Petrozavodsk
1	5	Vorkuta
1	5	Barnaul
1	5	Saratov
1	5	Vologda
1	5	Smolensk
1	5	Tambov
1	3	Yaroslavl
1	3	Kemerovo
1	3	Kurgan
1	3	Tumen
1	3	Gorky
1	2	Uralsk
1	2	Voronezh
1	2	Norilsk
1	1	Alapaevsk
1	1	Naryan-Mar
1	2	Zlatoust
1	2	Nizhny Tagil
1	2	Porkhov
1	1	Kotlas
1	1	Syktyvkar
1	1	Serpukhov
1	1	Podolsk
1	1	Kolomna
1	1	Mozhaysk
1	1	Klin
1	2	Pushkin
1	2	Kronstadt
1	1	Gzhatsk
1	3	Vladimir
1	3	Suzdal
1	1	Volosovo
1	2	Dno
1	2	Velikei Luki
1	2	Pavlovsk
2	50	Kiev
2	20	Odessa
2	5	Voroshilovgrad
2	5	Zhdanov
2	5	Nikolaev
2	5	Chernovtsy
2	5	Denpropetrovsk
2	5	Vinnitsa
2	5	Simferopol
2	3	Putivl
2	3	Kherson
2	3	Chernigov
2	2 	Novgorod-Seversky
2	2	Rovno
2	2	Ternopol
2	2	Kirovograd
2	2	Zhitomir
2	2	Zaporozhye
2	2	Poltava
2	1	Bogodukhov
2	1	Konotop
2	1	Shostka
2	1	Schors
2	2	Melitopol
3	30	Minsk
3	10 	Gomel
3	10	Mogilev
3	5	Bobruysk
3	5	Vitebsk
3	5	Orsha
3	3	Mstislavl
3	3	Polotsk
3	1	Pinsk
3	1	Molodechno
3	1	Slutsk
3	1	Zhlobin
4	10 	Erevan
4	5	Leninakan
4	4	Kutaisi
4	3	Nakhichevan
4	1	Samtredia
4	1	Makharadze
5	10	Tbilisi
5	5	Batumi
5	5	Sukhumi
5	3	Poti
5	1	Staliniri
6	15	Tashkent
6	15	Stalinabad
6	15	Frunze
6	15	Alma-Ata
6	10	Ashkhabad
6	10	Karaganda
6	5	Bukhara
6	5	Samarkand
6	3	Kazan
6	1	Kzyl-Orda
