1	1	Atlanta,GA
1	1	Austin,TX
1	1	Baltimore,MD
1	1	Boston,MA
1	5	Chicago,IL
1	1	Cleveland,OH
1	1	Dallas,TX
1	2	Denver,CO
1	3	Detroit,MI
1	1	Hartford,CT
1	2	Houston,TX
1	1	Kansas City,MO
1	1	Las Vegas,NV
1	3	Los Angeles,CA
1	1	Miami,FL
1	1	Milwaukee,WI
1	1	Minneapolis,MN
1	5	New York,NY
1	2	Philadelphia,PA
1	1	Phoenix,AZ
1	2	Pittsburgh,PA
1	1	Portland,OR
1	1	Sacramento,CA
1	1	Salt Lake City,UT
1	1	San Antonio,TX
1	2	San Diego,CA
1	3	San Francisco,CA
1	2	Seattle,WA
1	2	St. Louis,MO
1	1	Washington,DC
1	5	Brooklyn,NY
1	5	Queens,NY
1	5	Hoboken,NJ
1	5	Staten Island,NY
1	5	Hollywood,CA
1	5	Laconia,MS
1	5	Ferguson,MS
1	5	Springfield, Virginia
1	5	La Mesa, California
1	5	Roswell, Georgia
1	5	Mitchell, Indiana
1	5	Durham, North Carolina
1	5	Bristol, Rhode Island
1	5	Brownsville, Texas
1	5	Spring, Texas
1	5	Ganado, Texas
1	5	West Hills, California
1	5	Waterville, Maine
1	5	Tampa, Florida
1	5	Coahoma, Texas
1	5	Niles, Ohio
1	5	Anderson, Missouri
1	5	Bloomington, Illinois
1	5	Narragansett, Rhode Island
1	5	Lake Charles, Louisiana
1	5	Seymour, Tennessee
1	5	Independence, Missouri
1	5	Watha, North Carolina
1	5	Ventura, California
1	5	Wagoner, Oklahoma
1	5	Alexandria, Virginia
1	5	Canton, Michigan
1	5	Elkhart, Indiana
1	5	Poteau, Oklahoma
1	5	Apollo, Pennsylvania
1	5	Dracut, Massachusetts
1	5	Multnomah County, Oregon
1	5	Utica, Mississippi
1	5	Cannon City, Colorado
1	5	Natchez, Mississippi
1	5	Troy, Alabama
1	5	Jackson, Mississippi
1	5	Creedmore, North Carolina
1	5	Conway, Pennsylvania
1	5	Vancouver, Washington
1	5	Portage, Indiana
1	5	Cedar Key, Florida
1	5	Barnell, South Carolina
1	5	East Alton, Illinois
1	5	Buffalo, New York
1	5	Edina, Missouri
1	5	Wellsville, Kansas
1	5	North Providence, Rhode Island
1	5	Omaha, Nebraska
1	5	New Bedford, Massachusetts
1	5	King Hill, Idaho
1	5	Macomb, Illinois
1	5	Laingsburg, Michigan
1	5	Tucson, Arizona
1	5	Roy, Utah
1	5	Plymouth, England
1	5	Waterford, Connecticut
1	5	Tuscaloosa, Alabama
1	5	Camden, Arkansas
1	5	Harrison, Mississippi
1	5	North Royalton, Ohio
1	5	Littleworth, England
1	5	Washoe, Nevada
1	5	Bethlehem, Pennsylvania
1	5	Bellville, Texas
1	5	Enterprise, Alabama
1	5	Sherwood, Oregon
1	5	Derby, Kansas
1	5	Soperton, Georgia
1	5	Lewiston, Maine
1	5	Howell, New Jersey
1	5	McConnellsburg, Pennsylvania
1	5	Amarillo, Texas
1	5	Hinesville, Georgia
1	5	Coeburn, Virginia
1	5	Washington, D.C.
1	5	Nemo, South Dakota
1	5	Dubuque, Iowa
1	5	Pulaski, Virginia
1	5	Cleveland, Ohio
1	5	Guilford, Connecticut
1	5	Houston, Texas
1	5	El Paso, Texas
1	5	Llandudno, Wales
1	5	Burlington, Vermont
1	5	Philadelphia, Pennsylvania
1	5	El Paso, Texas
1	5	Dickinson, North Dakota
1	5	Dresden, Tennessee
1	5	Ogallala, Nebraska
1	5	Mineral Bluff, Georgia
1	5	San Antonio, Texas
1	5	Lee, Florida
1	5	Hammond, New York
1	5	Spooner, Wisconsin
1	5	Orange, California
1	5	Townsend, Massachusetts
1	5	Robstown, Texas
1	5	Temperance, Michigan
1	5	Santee,California
1	5	Decatur, Illinois
1	5	Brattleboro, Vermont
1	5	Springfield, Missouri
1	5	Warren, Pennsylvania
1	5	Hialeah, Florida
1	5	Indio, California
1	5	Los Angeles, California
1	5	Mt. Vernon, New York
1	5	Midland, Michigan
1	5	Emerson, New Jersey
1	5	Elgin, South Carolina
1	5	Lead, South Dakota
1	5	Ohio City, Ohio
1	5	Los Angeles, California
1	5	Indianapolis, Indiana
1	5	Bennington, Vermont
1	5	Baldwin Park, California
1	5	Charlotte, Tennessee
1	5	Valdosta, Georgia
1	5	Arlington, Washington
1	5	Pretoria, South Africa
1	5	Poole, Dorset
1	5	Bay Shore, New York
1	5	Freeport, Minnesota
1	5	Willingboro, New Jersey
1	5	Shakopee, Minnesota
1	5	Smithville, Missouri
1	5	Malden, Illinois
1	5	Urbana, Illinois
1	5	Uniontown, Pennsylvania
1	5	Essex, New Jersey
1	5	Boiling Springs, South Carolina
1	5	Forestport, New York
