Allies   England    LBomber         B_25C25              300 5000 5000 12x100lbs                              0
Allies   England    MBomber         B_25C25              300 5000 5000 12x100lbs                              0
Allies   England    NBomber         B_25C25              300 5000 5000 12x100lbs                              0
Allies   England    Reconplane      B_25C25              300 5000 5000 default                                0
Allies   England    Attack          BEAU21               300 3000 100 8xrock                                   1
Allies   England    LBomber         BEAU21               300 3000 100 8xrock                                   1
Allies   England    TBomber         BEAU21               300 3000 300 1xtorp                                   1
Allies   England    aSoft           BEAU21               300 3000 100 8xrock                                   1
Allies   England    aShip           BEAU21               300 3000 300 1xtorp                                   1
Allies   England    aTank           BEAU21               300 3000 1000 2x250                                    1
Allies   England    aHeavy          BEAU21               300 3000 1000 2x250                                    1
Allies   England    Antiship        BEAU21               300 3000 300 1xtorp                                   	1
Axis     Germany    Fighter         BF_109G2             400 3000 3000 default                                1
Axis     Germany    FBomber         BF_109G2             370 500 500 R1-SC250                                 1
Axis     Germany    Interceptor     BF_109G2             400 5000 5000 default                                1
Axis     Germany    aSoft           BF_109G2             370 500 500 R1-SC250                                 1
Axis     Germany    aTank           BF_109G2             370 500 500 R1-SC250                                 1
Axis     Germany    aShip           BF_109G2             370 500 500 R1-SC250                                 1
Axis     Germany    aHeavy          BF_109G2             370 500 500 R1-SC250                                 1
Axis     Germany    Attack          BF_110G2             350 3000 3000 default                                2
Axis     Germany    Fighter         BF_110G2             350 3000 3000 default                                2
Axis     Germany    FBomber         BF_110G2             350 3000 3000 2sc2504sc50                            2
Axis     Germany    Interceptor     BF_110G2             350 3000 3000 m1m5                                   2
Axis     Germany    Reconplane      BF_110G2             350 5000 5000 default                                2
Axis     Germany    aSoft           BF_110G2             350 1000 1000 r4                                     2
Axis     Germany    aTank           BF_110G2             350 3000 3000 2sc5004sc50                            2
Axis     Germany    aShip           BF_110G2             350 3000 3000 2sc5004sc50                            2
Axis     Germany    aHeavy          BF_110G2             350 3000 3000 2sc5004sc50                            2
Axis     Germany    FBomber         ME_210CA1            300 3000 3000 2sc250                                   0
Axis     Germany    FBomber         ME_210CA1            300 3000 3000 2ab250                                   0
Axis     Germany    FBomber         ME_210CA1            300 3000 3000 2sc500                                   0
Axis     Germany    FBomber         ME_210CA1            300 3000 3000 2ab500                                   0
Axis     Germany    FBomber         ME_210CA1            300 3000 3000 2sd500                                   0
Axis     Germany    Fighter         ME_210CA1ZSTR        300 3000 3000 default                                  0
Allies   England    Reconplane      BLENHEIM4            300 4000 4000 default                                0
Allies   England    Transport       BLENHEIM4            300 3000 3000 default                                0
Allies   England    Transport       C_47                 350 3000 3000 default                                0
Allies   England    Staff           C_47                 350 3000 3000 default                                0
Allies   England    Propaganda      C_47                 350 3000 3000 default                                0
Allies   England    Transfer        C_47                 350 3000 3000 default                                0
Allies   England    Paradrop        C_47                 350 500 500 28xPara                                  0
Allies   France     Transport       C_47                 350 3000 3000 default                                0
Allies   France     Paradrop        C_47                 350 500 500 28xPara                                  0
Allies   France     Staff           C_47                 350 3000 3000 default                                0
Axis     Germany    Reconplane      FI_156               200 200 200 default                                  0
Axis     Germany    Propaganda      FI_156               200 200 200 default                                  0
Axis     Germany    Staff           FI_156               200 1000 1000 default                                0
Axis     Germany    Reconplane      FW_189A2             250 4000 4000 default                                  0
Axis     Germany    Fighter         FW_190A4             400 4000 4000 default                                  1
Axis     Germany    Interceptor     FW_190A4             400 3000 3000 default                                  1
Axis     Germany    FRecon          FW_190A4             350 3000 3000 u31tank                                  1
Axis     Germany    LBomber         HE_111H6             250 5000 5000 4xSC500                                5
Axis     Germany    MBomber         HE_111H6             250 5000 5000 4xSC500                                5
Axis     Germany    TBomber         HE_111H6             250 300 300 2xTorp                                   5
Axis     Germany    Transfer        HE_111H6             250 300 300 default                                  5
Axis     Germany    aSoft           HE_111H6             250 2000 2000 4xSD250                                5
Axis     Germany    aTank           HE_111H6             250 4000 4000 4xSC500                                5
Axis     Germany    aHeavy          HE_111H6             250 4000 4000 4xSC500                                5
