1	Hanada,Tomio
1	Kano,Naoshi
1	Kobayashi,Teruhiko
1	Saito,Shogo
1	Sumino,Goichi
1	Shimada,Kenji
1	Kuroe,Yasuhiko
1	Sasaki,Isamu
1	Anobuki,Satoshi
1	Hosono,Isamu
1	Shinohara,Hinomichi
1	Tarui,Mitsuyohi
1	Kanai,Moritsugu
1	Iwamoto,Tetsuzo
1	Sugita,Shoichi
1	Nishizawa,Hiroyoshi
1	Fukumoto,Shigeo
1	Sakai,Saburo
1	Okumura,Takeo
1	Sasai,Junichi
1	Okabe,Kenji
1	Kanno,Naoshi
1	Ohara,Ryoji
1	Fujita,Iyozoh
1	Komachi,Sadamu
1	Muto,Kaneyoshi
1	Ota,Toshio
1	Sugino,Kazuo
1	Tanimizu,Takeo
1	Ishihara,Susumu
1	Ishii,Shizuo
1	Akamatsu,Sadaaki
1	Ogiya,Nobuo
1	Hidaka,Yoshimi
1	Sugio,Shigeo
1	Uto,Kazushi
1	Nagano,Kiichi
1	Okano,Hiroshi
1	Nakase,Masayuki
1	Matsuba,Akio
1	Saito,Saburo
1	Oki,Yoshio
1	Honda,Minoru
1	Tanaka,Kuniyoshi
1	Masuyama,Masao
1	Kamihara,Keishu
1	Ito,Kiyoshi
1	Katsuki,Kiyomi
1	Matsunaga,Eitoku
1	Matsunaga,Hidenori
1	Takesuka,Toraichi
1	Miyano,Zenjiro
1	Nakajima,Bunkichi
1	Nakaya,Yoshiichi
1	Kato,Kunimichi
1	Shiga,Masami
1	Watanabe,Hideo
1	Nakakariya,Kunimori
1	Minami,Yoshimi
1	Yoshino,Satoshi
1	Nakamichi,Wataru
1	Shibukawa,Shigeru
1	Suho,Motonari
1	Tanaka,Minpo
1	Koyae,Kotaro
1	Endo,Masuaki
1	Yamakazi,Ichirobei
1	Yoshida,Mototsuna
1	Taniguchi,Masao
1	Ozeki,Yukiharu
1	Takahashi,Kenichi
1	Koga,Kiyoto
1	Handa,Watari
1	Yamamoto,Akira
1	Yamashita,Sahei
1	Matsumura,Momoto
1	Kuroiwa,Toshio
1	Maeda,Hideo
1	Uehara,Sadao
1	Miyazaki,Gitaro
1	Shibagaki,Hiroshi
1	Kondo,Masaichi
1	Omori,Shigetaka
1	Hagiri,Matsuo
1	Miyazaki,Isamu
1	Koizumi,Fujikazu
1	Shibayama,Sekizen
1	Kashimura,Kanichi
1	Yoshimura,Keisaku
1	Kanamaru,Takeo
1	Kikuchi,Tetsuo
1	Shimizu,Kiyoshi
1	Isozaki,Chitoshi
1	Yamaguchi,Sadao
1	Sasakibara,Masao
1	Odaka,Noritsura
1	Yamashita,Koshiro
1	Sekiya,Kiyoshi
1	Yasui,Kozaburo
1	Yamamoto,Tomezo
1	Wajima,Yoshio
1	Ichioka,Matao
1	Kokubun,Takeichi
1	Hidaka,Hatsuo
1	Oishi,Yoshio
1	Iwai,Tsutomu
1	Shirahama,Yoshijiro
1	Hori,Mitsuo
1	Fukuda,Sumio
1	Kodaira,Yoshinao
1	Yamamoto,Ichiro
1	Kitahata,Saburo
1	Sugiyama,Teruo
1	Tanaka,Jiro
1	Tanaka,Shinsaku
1	Banno,Takao
1	Ishii,Isamu
1	Hattori,Kazuo
1	Nagahama,Yoshikazu
1	Kurosawa,Seiichi
1	Hashiguchi,Yoshiro
1	Shigematsu,Yasuhiro
1	Kobayashi,Hohei
1	Kagemitsu,Matsuo
1	Takahashi,Shigeru
1	Sasai,Tomokazu
1	Atake,Tomita
1	Yoshida,Katsuyoshi
1	Aioi,Takahide
1	Abe,Kenichi
1	Sakano,Takao
1	Mochizuki,Isamu
1	Shirane,Ayao
1	Sueda,Toshiyuki
1	Suzuki,Kiyonobu
1	Okamoto,Juzo
1	Oda,Kiichi
1	Mori,Mitsugu
1	Tsunoda,Kazuo
1	Morinio,Hideo
1	Matsuda,Jiro
1	Harada,Kaname
1	Izumi,Hideo
1	Matsuki,Susumu
1	Nakamura,Yoshio
1	Kanda,Saji
1	Yamanaka,Tadao
1	Shirakawa,Toshihisa
1	Yoshizawa,Tokushige
1	Ishida,Teigo
1	Higashiyama,Ichiro
1	Fukui,Yoshio
1	Kato,Katsue
1	Kudo,Shigetoshi
1	Kaneko,Tadashi
1	Iizuka,Masao
1	Ono,Takeyoshi
1	Nakagawa,Kenji
1	Endo,Yukio
1	Moriura,Toyoo
1	Suzuki,Hiroshi
1	Takaiwa,Kaoru
1	Iwaki,Yoshio
1	Ema,Yuichi
1	Magara,Koichi
1	Shigemi,Katsuma
1	Goto,Kurakazu
1	Yano,Shigeru
1	Tokuji,Yoshihisa
1	Ono,Satoru
1	Muranaka,Kazuo
1	Nango,Mochifumi
1	Yoshihara,Hiroji
1	Yanagiya,Kenji
1	Nakano,Katsujiro
1	Shiga,Yoshio
1	Yonekawa,Tadayoshi
1	Kuratori,Shiro
1	Hayashi,Sakuji
1	Oshibuchi,Takashi
1	Sasaki,Yoshiichi
1	Nishiwaki,Masaharu
1	Honda,Toshiaki
1	Hayashi,Yoshishige
1	Mitsuda,Masahiro
1	Yokoyama,Tamotsu
1	Naka,Yoshimitsu
1	Morioka,Yutaka
1	Tsujinoue,Toyomitsu
1	Arita,Yoshisuke
1	Takenaka,Yoshihiko
1	Ishikawa,Seiji
1	Kakimoto,Enji
