1	Kov\u00E1cs,J\u00E1nos
1	Kov\u00E1cs,S\u00E1ndor
1	Kov\u00E1cs,Ferenc
1	Kov\u00E1cs,Zolt\u00E1n
1	Kov\u00E1cs,Lajos
1	Kov\u00E1cs,Imre
1	Kov\u00E1cs,Gy\u00F6rgy
1	Kov\u00E1cs,Tibor
1	Kov\u00E1cs,Gyula
1	T\u00F3th,Imre
1	T\u00F3th,Gy\u00F6rgy
1	T\u00F3th,Tibor
1	T\u00F3th,Gyula
1	T\u00F3th,G\u00E1bor
1	T\u00F3th,Andr\u00E1s
1	T\u00F3th,K\u00E1roly
1	Szab\u00F3,Gy\u00F6rgy
1	Szab\u00F3,Tibor
1	Szab\u00F3,Gyula
1	Szab\u00F3,G\u00E1bor
1	Szab\u00F3,Andr\u00E1s
1	Szab\u00F3,K\u00E1roly
1	Horv\u00E1th,L\u00E1szl\u00F3
1	Horv\u00E1th,Istv\u00E1n
1	Horv\u00E1th,J\u00F3zsef
1	Horv\u00E1th,J\u00E1nos
1	Horv\u00E1th,K\u00E1lm\u00E1n
1	Horv\u00E1th,Jeno
1	Horv\u00E1th,Bal\u00E1zs
1	Horv\u00E1th,\u00E1rp\u00E1d
1	Horv\u00E1th,Simon
1	Kiss,L\u00E1szl\u00F3
1	Kiss,J\u00F3zsef
1	Kiss,J\u00E1nos
1	Kiss,S\u00E1ndor
1	Kiss,Ferenc
1	Kiss,Zolt\u00E1n
1	Kiss,Lajos
1	Varga,L\u00E1szl\u00F3
1	Varga,Istv\u00E1n
1	Varga,J\u00F3zsef
1	Varga,J\u00E1nos
1	Varga,S\u00E1ndor
1	Varga,Ferenc
1	Varga,Zolt\u00E1n
1	Varga,Lajos
1	Varga,Imre
1	Moln\u00E1r,Istv\u00E1n
1	Moln\u00E1r,J\u00F3zsef
1	Moln\u00E1r,J\u00E1nos
1	Moln\u00E1r,Zolt\u00E1n
1	Moln\u00E1r,Lajos
1	Moln\u00E1r,Imre
1	Moln\u00E1r,Gy\u00F6rgy
1	Moln\u00E1r,Tibor
1	N\u00E9meth,Tibor
1	N\u00E9meth,Gyula
1	N\u00E9meth,G\u00E1bor
1	N\u00E9meth,G\u00E9za
1	N\u00E9meth,K\u00E1lm\u00E1n
1	N\u00E9meth,Jeno
1	N\u00E9meth,Bal\u00E1zs
1	N\u00E9meth,\u00E1rp\u00E1d
1	N\u00E9meth,Simon
1	Farkas,Istv\u00E1n
1	Farkas,J\u00F3zsef
1	Farkas,J\u00E1nos
1	Farkas,S\u00E1ndor
1	Farkas,Ferenc
1	Farkas,Zolt\u00E1n
1	Farkas,Lajos
1	Papp,Imre
1	Papp,Gy\u00F6rgy
1	Papp,Mikl\u00F3s
1	Papp,Antal
1	Papp,Tam\u00E1s
1	Papp,Csaba
1	Papp,Zsolt
1	Papp,G\u00E9za
1	Papp,K\u00E1lm\u00E1n
1	Papp,Jeno
1	Papp,Bal\u00E1zs
1	Papp,\u00E1rp\u00E1d
1	Papp,Simon
1	Balogh,Istv\u00E1n
1	Balogh,J\u00F3zsef
1	Balogh,J\u00E1nos
1	Balogh,S\u00E1ndor
1	Balogh,Ferenc
1	Balogh,Zolt\u00E1n
1	Balogh,Lajos
1	Balogh,Imre
1	Tak\u00E1cs,Imre
1	Tak\u00E1cs,Gy\u00F6rgy
1	Tak\u00E1cs,Tibor
1	Tak\u00E1cs,Gyula
1	Tak\u00E1cs,G\u00E1bor
1	Tak\u00E1cs,Andr\u00E1s
1	Tak\u00E1cs,K\u00E1roly
1	Tak\u00E1cs,Mih\u00E1ly
1	Tak\u00E1cs,B\u00E9la
1	Tak\u00E1cs,P\u00E9ter
1	Juh\u00E1sz,S\u00E1ndor
1	Juh\u00E1sz,Ferenc
1	Juh\u00E1sz,Zolt\u00E1n
1	Juh\u00E1sz,Lajos
1	Juh\u00E1sz,Imre
1	Juh\u00E1sz,Gy\u00F6rgy
1	Juh\u00E1sz,Tibor
1	M\u00E9sz\u00E1ros,K\u00E1roly
1	M\u00E9sz\u00E1ros,Mih\u00E1ly
1	M\u00E9sz\u00E1ros,Antal
1	M\u00E9sz\u00E1ros,Tam\u00E1s
1	M\u00E9sz\u00E1ros,Csaba
1	M\u00E9sz\u00E1ros,Zsolt
1	M\u00E9sz\u00E1ros,G\u00E9za
1	M\u00E9sz\u00E1ros,K\u00E1lm\u00E1n
1	M\u00E9sz\u00E1ros,Jeno
1	M\u00E9sz\u00E1ros,Bal\u00E1zs
1	Fekete,L\u00E1szl\u00F3
1	Fekete,Istv\u00E1n
1	Fekete,J\u00F3zsef
1	Fekete,J\u00E1nos
1	Fekete,Gyula
1	Fekete,G\u00E1bor
1	Fekete,Andr\u00E1s
1	Fekete,K\u00E1roly
1	Fekete,Mih\u00E1ly
1	Fekete,B\u00E9laSzucs,
