// France Berlin 1945 - Normal
[Operations]
oRuBalloon	10622:50509 			VVS 2Y 2F		LW 2F 0F
oRuBalloon	10622:50509 			VVS 2Y 2F 2F		LW 4F 1F
oRuRescue	10622:50509 			VVS 2Y 2F 2F		LW 1F 1R 0F
oRuRescue	10622:50509 			VVS 4Y 4F		LW 2F 2F
oRuRescue	10622:50509 			VVS 4Y 6F 4F	      	LW 4F 1R
oRuVerify	10622:50509		 		VVS 2Y 2F 2F	LW 1F 1F
oRuVerify	10622:50509		 		VVS 2Y 2F 	LW 2F 
oRuVerify	10622:50509		 		VVS 4Y 6F 2F	LW 4F 1R
oRuRecon	10622:50509 			VVS 2Y 2F		LW 1F 0F
oRuRecon	10622:50509 			VVS 2Y 2F		LW 2F 
oRuRecon	10622:50509 			VVS 2Y 4F		LW 4F
oRuRecon	10622:50509 			VVS 6Y 4F 4F		LW 8F 
oRuScramble 10622:50509				VVS 5Y 1R	LW 9Bx 2Bx 2F  
oRuScramble 10622:50509				VVS 5Y 4F	LW 4Bx 4fB 2F 
oRuScramble 10622:50509				VVS 8Y 4F	LW 8Bx 4fB 0F  
oRuScramble 10622:50509				VVS 8Y 1R	LW 8Bx 2B 2F
oRuAttackAF 10622:50509				VVS 4Y 8F 		LW 4F 2F
oRuAttackAF 10622:50509				VVS 6Y 6F 		LW 4F
oRuAttackAF 10622:50509				VVS 6Y 4F		LW 2F 0F
oRuAttackAF 10622:50509				VVS 8Y 6F 		LW 2F 2F
oRuAttackAF 10622:50509				VVS 8Y 6F		LW 6F 
oRuAttackAF 10622:50509				VVS 8Y 8F		LW 8F 
oRuAttackArmor 10622:50509		      VVS 2Y 6B 6F 		LW 2F 4F
oRuAttackArmor 10622:50509		      VVS 9Y 6B 9F 		LW 9F 1R 0F
oRuAttackArmor 10622:50509		      VVS 5Y 6B 8F 		LW 4F 4F
oRuAttackArmor 10622:50509		      VVS 8Y 6F 8F 		LW 8F 1R 0F
oRuAttackArmor 10622:50509		      VVS 6Y 4B 6F 		LW 4F 2F
oRuAttackArmor 10622:50509		      VVS 8Y 4B 9F 		LW 5F 4F
oRuAttackArmor 10622:50509		      VVS 4Y 4B 8F 		LW 4F 4F
oRuAttackArmor 10622:50509		      VVS 6Y 8F 8F 		LW 2F 6F
oRuAttackArmor 10622:50509		      VVS 8Y 5F 2F 		LW 2F 2F
oRuAttackArmor 10622:50509		      VVS 8Y 7F 2F 		LW 4F 2F
oRuAttackCluster 10622:50509		      	VVS 4Y 4B 8F 	LW 2F 6F
oRuAttackCluster 10622:50509		      	VVS 8Y 9Bz 9F 	LW 7F 2F
oRuAttackCluster 10622:50509		      	VVS 4Y 4B 6F 	LW 2F 2F
oRuAttackCluster 10622:50509		      	VVS 4Y 4fB 4F 	LW 4F 1R
oRuAttackCluster 10622:50509		      	VVS 8Y 4B 8F 	LW 8F 1R
oRuAttackCluster 10622:50509		      	VVS 4Y 4fB 8F 	LW 2F 4F
oRuAttackCluster 10622:50509		      	VVS 4Y 6fB 6F 	LW 4F 1R
oRuAttackCluster 10622:50509		      	VVS 4Y 4fB 8F 	LW 4F 3F
oRuAttackCluster 10622:50509		      	VVS 8Y 4F 2fB 	LW 2F 2F
oRuAttackCluster 10622:50509		      	VVS 6Y 4F 2fB 	LW 4F
oRuAttackBridge 10622:50509		      		VVS 2Y 6F 4F 		LW 2F 2F
oRuAttackBridge 10622:50509		      		VVS 6Y 6F 4F 		LW 4F 1R 0F
oRuAttackBridge 10622:50509		      		VVS 2Y 6F 6F 		LW 2F 2F
oRuAttackBridge 10622:50509		      		VVS 4Y 6F 6F 		LW 4F 1R
oRuAttackBridge 10622:50509		      		VVS 8Y 8F 2F		LW 8F 1R
oRuAttackSoft 10622:50509		      VVS 8Y 4F 8F 	LW 8F 1R
oRuAttackSoft 10622:50509		      VVS 4Y 4F 4F 	LW 2F 2F
oRuAttackSoft 10622:50509		      VVS 4Y 4F 4F 	LW 4F 1R
oRuAttackSoft 10622:50509		      VVS 6Y 6F 8F 	LW 2F 4F
oRuAttackSoft 10622:50509		      VVS 6Y 2F 8F 	LW 4F 1R
