// Battle of France 1940							
[Operations]									
oRuAttackSoft 00101:50509			VVS 3Y 9B 		LW 8F 6F 1R				
oRuAttackSoft 00101:50509			VVS 3Y 3B 		LW 8F 2F 1R			
oRuAttackSoft 00101:50509			VVS 3Y 6B 	 	LW 6F 8F 2F			
oRuAttackSoft 00101:50509			VVS 3Y 6fB 	 	LW 2F 8F 2F			
oRuAttackSoft 00101:50509			VVS 3Y 6B 	 	LW 2F 8F 2F			
oRuAttackArmor 		00101:50509					VVS 3Y 3fB 3F	 	LW 8F 5F
oRuAttackArmor 		00101:50509					VVS 3Y 3fB 6F	 	LW 6F 5F 1R
oRuAttackArmor 		00101:50509					VVS 3Y 6fB 3F	 	LW 8F 5F
oRuAttackArmor 		00101:50509					VVS 3Y 3fB 6F	 	LW 6F 6F
oRuAttackArmor 		00101:50509					VVS 9Y 3fB 3F	 	LW 8F 5F 1R
oRuAttackArmor 		00101:50509					VVS 3Y 6fB 3F	 	LW 8F 3F
oRuAttackArmor 		00101:50509					VVS 6Y 3fB 6F		LW 3F 5F
oRuAttackCluster 	00101:50509				VVS 3Y 3fB 3F	 	LW 3F 8F
oRuAttackCluster 	00101:50509				VVS 3Y 3fB 3F 		LW 3F 3F
oRuAttackCluster 	00101:50509				VVS 3Y 3fB 3F	 	LW 6F 2F
oRuAttackCluster 	00101:50509				VVS 3Y 3fB 6F 		LW 8F 6F 1R
oRuAttackCluster 	00101:50509				VVS 6Y 2fB 3F	 	LW 5F 5F
oRuAttackCluster 	00101:50509				VVS 9Y 6fB 3F 		LW 8F 8F
oRuAttackCluster 	00101:50509				VVS 3Y 6fB 3F	 	LW 6F 3F 1R
oRuAttackAF 00101:50509				VVS 3Y 6F	 	LW 2F 
oRuAttackAF 00101:50509				VVS 3Y  		LW 3T 8F 3T 
oRuAttackAF 00101:50509				VVS 3Y 6F	 	LW 3B 2F 
oRuAttackAF 00101:50509				VVS 6Y 	 		LW 2F 1R
oRuAttackAF 00101:50509				VVS 3Y 	 		LW 8F 
oRuAttackAF 00101:50509				VVS 6Y 	 		LW 6B 2F
oRuAttackAF 00101:50509				VVS 3Y 3F 		LW 8F 2F
oRuBombAF 		00101:50509				VVS 9B 6Y 		LW 6F 2F
oRuBombAF 		00101:50509				VVS 6B 6Y 		LW 6F 5F
oRuBombAF 		00101:50509				VVS 9B 8Y 		LW 8F 4F
oRuBombBridge 00101:50509			VVS 9B 9Y   		LW 6F 8F
oRuBombBridge 00101:50509			VVS 9B 3Y 6F 		LW 2F 8F 4F
oRuBombBridge 00101:50509			VVS 9fB 3Y 6F 		LW 2F 8F 4F
oRuBombBridge 00101:50509			VVS 6fB 3Y 3F		LW 8F 4F 1R
oRuBombBridge 00101:50509			VVS 6fB 3Y 6F 		LW 8F 4F
oRuBombBridge 00101:50509			VVS 9fB 3Y  		LW 2F 1R
oRuBombCluster 00101:50509			VVS 3B 3Y 		LW 8F 1R		
oRuBombCluster 00101:50509			VVS 6B 6Y 		LW 2F 2F 2F	
oRuBombCluster 00101:50509			VVS 8B 6Y 		LW 8F 6F 		
oRuBombCluster 00101:50509			VVS 6B 6Y 		LW 2F 2F 8F			
oRuBombCluster 00101:50509			VVS 9B 6Y 		LW 2F 8F			
oRuBombCluster 00101:50509			VVS 9B 6Y 		LW 9F 1R			
oRuBombShips 00101:50509			VVS 6B 6Y 		LW 8F 2F			
oRuBombShips 00101:50509			VVS 6fB 6Y 		LW 2F 8F 2F			
oRuBombShips 00101:50509			VVS 9B 6Y 		LW 6F 8F 4F			
oRuBombShips 00101:50509			VVS 6B 6Y 		LW 4F 2F 1R			
