// France Ardennes 1944-1945 - Hard
[Operations]
oRuReconAF	10622:50509 				VVS 2Y			LW 2F 2F
oRuReconAF	10622:50509 				VVS 2Y			LW 6T 3F	
oRuReconAF	10622:50509 				VVS 2Y 2F		LW 4F
oRuReconAF	10622:50509 				VVS 4Y 4F		LW 2F 2F 5F
oRuReconAF	10622:50509 				VVS 2Y 2F		LW 2F
oRuBDAAF	10622:50509 				VVS 2Y 1F 1F			LW 2F 2F
oRuBDAAF	10622:50509 				VVS 2Y 2F			LW 4F 2F
oRuBDAAF	10622:50509 				VVS 4Y 4F			LW 2F 2F 2F
oRuBDAAF	10622:50509 				VVS 2Y 2F			LW 2F 4F
oRuRescue	10622:50509					VVS 2Y			LW 1F 2F
oRuRescue	10622:50509					VVS 2Y 1F		LW 2F 1F
oRuRescue	10622:50509					VVS 2Y 2F		LW 2F 2F
oRuRescue	10622:50509					VVS 2Y 2F		LW 4F
oRuVerify	10622:50509 				VVS 2Y 1F		LW 1F 2F
oRuVerify	10622:50509 				VVS 3Y			LW 2F 1F
oRuVerify	10622:50509 				VVS 2Y 2F		LW 2F 2F
oRuVerify	10622:50509 				VVS 3Y 2F		LW 4F 1F
oRuRecon	10622:50509 				VVS 2Y 2F 2F		LW 1F 2F
oRuRecon	10622:50509 				VVS 2Y 2F 2F		LW 2F 4F
oRuRecon	10622:50509 				VVS 6Y 4F		LW 2F 2F 2F
oRuRecon	10622:50509 				VVS 3Y 2F 2F		LW 4F 3F
oRuRecon	10622:50509 				VVS 4Y 1F 1F		LW 4F 2F
oRuRecon	10622:50509 				VVS 2Y 2F		LW 2F 2F
oRuRecon	10622:50509 				VVS 3Y 4F 4F		LW 4F 6F
oRuRecon	10622:50509 				VVS 2Y 4F 3F 		LW 6F 2F
oRuScramble 10622:50509				VVS 8Y 2F		LW 9Bx 4F
oRuScramble 10622:50509				VVS 8Y 4F		LW 9Bx 8F
oRuScramble 10622:50509				VVS 5Y 1F		LW 4Bx 2F
oRuScramble 10622:50509				VVS 6Y 2F		LW 6Bx 2F 
oRuScramble 10622:50509				VVS 9Y 			LW 4Bx 4Bx 2F  
oRuScramble 10622:50509				VVS 9Y 4F		LW 4Bx 4fB 2F 
oRuScramble 10622:50509				VVS 8Y 4F		LW 8Bx 8fB 2F  
oRuScramble 10622:50509				VVS 8Y 6F		LW 8Bx 4fB 4F
oRuAttackAF 10622:50509					VVS 6Y 4F	 	LW 3F 3F
oRuAttackAF 10622:50509					VVS 3Y 5F 		LW 2F 3F
oRuAttackAF 10622:50509					VVS 2Y 6F	 	LW 2F 4F
oRuAttackAF 10622:50509					VVS 2Y 4F	 	LW 2F 2F
oRuAttackAF 10622:50509					VVS 8Y 2F	 	LW 2F 2F
oRuAttackAF 10622:50509					VVS 4Y 4F	 	LW 4F 2F
oRuAttackAF 10622:50509					VVS 2Y 4F 		LW 2F 2F
oRuAttackArmor 10622:50509				VVS 2Y 6B 8F	 	LW 4F 2F
oRuAttackArmor 10622:50509				VVS 2Y 4B 8F	 	LW 2F 8F
oRuAttackArmor 10622:50509				VVS 6Y 4B 2F	 	LW 8F 4F
oRuAttackArmor 10622:50509				VVS 2Y 4fB 4F	 	LW 9F
oRuAttackArmor 10622:50509				VVS 8Y 4fB 8F	 	LW 4F 6F
oRuAttackArmor 10622:50509				VVS 4Y 4fB 4F	 	LW 8F 2F
oRuAttackArmor 10622:50509				VVS 3Y 4fB 4F 		LW 8F 1F
oRuAttackCluster 10622:50509			VVS 2Y 2B 2F	 	LW 2F 4F
oRuAttackCluster 10622:50509			VVS 3Y 2fB 4F 		LW 8F 1F
oRuAttackCluster 10622:50509			VVS 4Y 4fB 2F	 	LW 8F 2F 
oRuAttackCluster 10622:50509			VVS 6Y 2B 4F 		LW 4F 4F 
oRuAttackCluster 10622:50509			VVS 8Y 2B 4F	 	LW 8F 3F
oRuAttackCluster 10622:50509			VVS 2Y 4fB 2F 		LW 6F 1R 
oRuAttackCluster 10622:50509			VVS 2Y 4fB 4F	 	LW 2F 6F 
oRuAttackBridge 10622:50509		      		VVS 2Y 6F 4F 		LW 2F 6F
oRuAttackBridge 10622:50509		      		VVS 3Y 6F 4F 		LW 4F 1F
oRuAttackBridge 10622:50509		      		VVS 2Y 6F 8F 		LW 2F 2F
oRuAttackBridge 10622:50509		      		VVS 2Y 6F 8F 		LW 4F 1R
oRuAttackBridge 10622:50509		      		VVS 6Y 4F 2F 		LW 8F 1R
oRuAttackSoft 10622:50509				VVS 2Y 4B 4F 		LW 2F 4F
oRuAttackSoft 10622:50509				VVS 4Y 4B 8F	 	LW 4F 2F
oRuAttackSoft 10622:50509				VVS 6Y 4B 6F	 	LW 8F 4F
oRuAttackSoft 10622:50509				VVS 8Y 2B 6F	 	LW 6F 4F
oRuAttackSoft 10622:50509				VVS 2Y 2fB 4F	 	LW 2F 8F
oRuAttackSoft 10622:50509				VVS 2Y 2fB 4F 		LW 2F 6F
oRuAttackSoft 10622:50509				VVS 3Y 2fB 2F	 	LW 8F 1F
oRuAttackSoft 10622:50509				VVS 2Y 2fB 4F		LW 4F 2F
oRuBTransfer 10622:50509				VVS 6Y 6F		LW 2F 8F
oRuBTransfer 10622:50509				VVS 8Y 6F		LW 4F 4fB 6F 
oRuDefendAF 10622:50509					VVS 6Y 4F 		LW 6fB 2F
oRuDefendAF 10622:50509					VVS 8Y 4F 		LW 6fB 4F 2F
oRuDefendAF 10622:50509					VVS 9Y 4F 		LW 6fB 4F 2F
oRuDefendAF 10622:50509					VVS 6Y 6F 		LW 8fB 2F
oRuDefendAF 10622:50509					VVS 4Y 4F 2F	 	LW 4fB 8F
oRuDefendArmor 10622:50509				VVS 4Y 4F 		LW 6fB 4F
oRuDefendArmor 10622:50509				VVS 2Y 4F		LW 6B 2F
