<DGen:>		<*>Traduction fran\u00E7aise par Richard CAMPAN,alias PB0_Roll,KGM_Darkroll,Rollnloop sur les diff\u00E9rents forums de la communaut\u00E9 IL2FB.Amusez vous bien ! Correction des typos et ponctuation par Rbcrf,merci \u00E0 lui !
             
	--------------------------------------------------------------------------------------------
		 Translation guidelines. 

	Every line not starting with symbol < will be ignored. You may use it for comments.
 	Otherwise every message consists of two parts: message ID and Message text,
	both in < > brackets.

	For every ID code there may be up to 10 variants of texts - one will be picked up randomly.
	You don't need to translate every line exactly, you just need to describe the same situation.

	Symbols \n ans %s must be left intact. \n means new line, %s means that some substring will be 
	placed there - usually town name. Some lines have space in the end. Please leave it in place -
	it means that there will be another sentence that will continue the briefing. The space separates them. 

	Message texts cannot contain new lines - make them as long as you need (but not longer than 256 chars).
	--------------------------------------------------------------------------------------------
	--------------------------------------------------------------------------------------------

	The following messages are the first part of the briefing. 
	They describe general situation and target area	 		
	--------------------------------------------------------------------------------------------


<DeCAP>		<\nKameraden!\nAujourd'hui, la chasse aux Indianers est ouverte dans le secteur de %s. Au vu de l'intensit\u00E9 des combats ces derni\u00E8res heures, vous feriez bien d'ouvrir l'oeil! >
<DeCAP>		<\nLe secteur qui nous est assign\u00E9 est %s. L'objectif est d'interdire aux chasseurs-bombardiers anglo-am\u00E9ricains tout survol de cette zone.>

<DeCAP>		<\nKameraden, exceptionnellement, nous allons sortir de notre quotidien d'interceptions et d'appui sol: nous partons en patrouille de protection. La zone de %s, marqu\u00E9e sur vos cartes, grouille d'appareils am\u00E9ricains ces temps-ci; il devrait y en avoir pour tout le monde. >
<DeCAP>		<\nKameraden!\nNotre secteur de patrouille sera %s. Les Am\u00E9ricains ont peut-\u00EAtre une large sup\u00E9riorit\u00E9 num\u00E9rique sur ce front, mais nous sommes toujours capables d'obtenir une supr\u00E9matie locale. Aujourd'hui, nous allons \u00E9riger un mur de plomb et de feu sur leur trajet. Je compte sur vous pour qu'ils s'en souviennent longtemps! >
<DeCAP>		<\nKameraden!\nJe n'ai pas besoin de vous rappeler combien votre r\u00F4le dans cette guerre est important. Nous manquons d'avions et surtout de pilotes, aussi chaque mission doit \u00EAtre r\u00E9alis\u00E9e avec un maximum d'efficacit\u00E9. Nous allons sur le secteur de %s. >
<DeCAP>		<\nLes Am\u00E9ricains sont de plus en plus pr\u00E9sents sur cette zone d'op\u00E9rations; %s est soumis \u00E0 une attention particuli\u00E8re de leur part. Vous partez imm\u00E9diatement en patrouille sur ce secteur. >
<DeCAS>		<\nKameraden! Notre objectif est situ\u00E9 dans le secteur de %s. Je n'ai pas besoin de vous rappeler la situation tactique de nos troupes: faites le maximum pour \u00E9quilibrer la donne en annihilant un maximum de ces divisions anglo-am\u00E9ricaines! >
<DeCAS>		<\nKameraden!\nNous allons pilonner la zone de %s. Votre r\u00F4le est essentiel tant d'un point de vue tactique que strat\u00E9gique. Les Indiens le savent eux aussi, alors m\u00E9fiez vous... >
<DeCAS>		<\nRepos. Tr\u00E8s bien, encore une fois nous effectuons une mission d'interdiction. La cible est le secteur de %s. Il y a de nombreux mouvements de troupes par l\u00E0-bas: nettoyez au maximum le terrain et n'h\u00E9sitez pas \u00E0 me pr\u00E9venir si vous apercevez des cibles d'opportunit\u00E9, on s'en occupera... >
<DeCAS>		<\nVous allez encore avoir l'occasion de remuer de la boue... La cible: %s. Ca risque de saigner: la zone grouille de cowboys nerveux de la d\u00E9tente! Vous pouvez pr\u00E9voir de ramener du plomb. >
<DeCAS>		<\nKameraden!\nNotre objectif est %s. L'intelligence service n'est pas tr\u00E8s diserte et nous ne connaissons pas la situation tactique de fa\u00E7on pr\u00E9cise aux environs de l'objectif, mais soyez s\u00FBrs que vous y trouverez des GIs... et en nombre. La bataille a fait rage l\u00E0-bas ces derni\u00E8res heures, vous trouverez s\u00FBrement des objectifs de valeur diss\u00E9min\u00E9s dans les collines ou les bosquets. Ouvrez l'oeil! >
<DeCAS>		<\nKameraden!\nIl est temps de rendre visite \u00E0 ces fils de race de jazz-men dans le secteur de %s. Je suis convaincu qu'ils appr\u00E9cieront comme il se doit les colis de plomb que nous allons leur livrer! >
