Axis     Italy      LBomber         G4M1_11              360 4000 4000 50x15                                    1
Axis     Italy      LBomber         G4M1_11              360 4000 4000 16x50                                    1
Axis     Italy      LBomber         G4M1_11              360 4000 4000 16x50inc                                 1
Axis     Italy      LBomber         G4M1_11              360 4000 4000 12x60                                    1
Axis     Italy      LBomber         G4M1_11              360 4000 4000 8x100                                    1
Axis     Italy      LBomber         G4M1_11              360 4000 4000 3x250                                    1
Axis     Italy      LBomber         G4M1_11              360 4000 4000 1x5002x250                               1
Axis     Italy      LBomber         G4M1_11              360 4000 4000 1x600                                    1
Axis     Italy      LBomber         G4M1_11              360 4000 4000 1x800                                    1
Axis     Italy      LBomber         B_25C25              300 5000 5000 12x100lbs                              0
Axis     Italy      MBomber         B_25C25              300 5000 5000 12x100lbs                              0
Axis     Italy      NBomber         B_25C25              300 5000 5000 12x100lbs                              0
Axis     Italy      Reconplane      B_25C25              300 5000 5000 default                                0
Axis     Italy      Paradrop        JU_52_3MG4E          250 1000 1000 18xPara                                  0
Axis     Italy      Transport       JU_52_3MG4E          250 3000 3000 default                                  0
Axis     Germany    Paradrop        JU_52_3MG4E          250 1000 1000 18xPara                                  0
Axis     Germany    Transport       JU_52_3MG4E          250 3000 3000 default                                  0
Axis     Germany    Transfer        JU_52_3MG4E          250 1000 1000 18xPara                                  0
Axis     Germany    Propaganda      JU_52_3MG4E          250 3000 3000 default                                  0
Allies   England    Fighter         GLADIATOR1J8A        300 3000 3000 default                                  1
Allies   England    Fighter         GLADIATOR2           300 3000 3000 default                                  0
Allies   England    Interceptor     GLADIATOR2           300 3000 3000 default                                  0
Allies   England    Fighter         HurricaneMkIa        350 4000 4000 default                                  1
Allies   England    Interceptor     HurricaneMkIa        350 4000 4000 default                                  1
Allies   England    Fighter         HurricaneMkIIb       350 4000 4000 default                                  1
Allies   England    Reconplane      HurricaneMkIIb       350 4000 4000 default                                  1
Allies   England    Fighter         HurricaneMkIIc       350 4000 4000 default                                  1
Allies   England    FAttack         HurricaneMkIIc       350 4000 4000 default                                  1
Allies   England    FBomber         HurricaneMkIIc       350 4000 4000 default                                  1
Allies   England    FRecon          HurricaneMkIIc       350 4000 4000 default                                  1
Allies   England    FighterLR       HurricaneMkIIc       350 4000 4000 default                                  1
Allies   England    FBomber         HurricaneMkIIb       350 43000 3000 2xfab100                                1
Allies   England    FAttack         HurricaneMkIIb       350 3000 800 2x250lb                                  1
Allies   England    Reconplane      BLENHEIM1            300 6000 6000 default                                  0
Allies   England    MBomber         BLENHEIM1            300 3000 3000 4x250                                    0
Allies   England    DBomber         BLENHEIM1            300 3000 3000 4x250                                    0
Allies   England    LBomber         BLENHEIM1            300 3000 3000 2x500                                    0
Allies   England    Reconplane      BLENHEIM4            300 6000 6000 default                                  0
Allies   England    LBomber         BLENHEIM4            300 3000 3000 4x250                                    0
Allies   England    aSoft           BLENHEIM4            300 3000 3000 2x500                                    0
Allies   England    HBomber         BLENHEIM4            300 3000 3000 2x500					0
Allies   England    NBomber         BLENHEIM4            300 3000 3000 2x500					0
Allies   England    aSoft           BEAU21               300 3000 100 8xrock                                   1
Allies   England    aShip           BEAU21               300 3000 300 1xtorp                                   1
Allies   England    aTank           BEAU21               300 3000 1000 2x250                                   1
Allies   England    aHeavy          BEAU21               300 3000 1000 2x250				       1
Axis     Germany    Reconplane      FW_189A2             250 4000 4000 default                                  0
Axis     Germany    Propaganda      FI_156               200 200 200 default                                    0
Axis     Germany    Staff           FI_156               200 1000 1000 default                                  0
Axis     Italy      Fighter         CR_42                300 2500 2500 default                                1
Axis     Italy      FBomber         CR_42                300 500 500 2sc50                                    1
Axis     Italy      FBomber         CR_42                300 500 500 2sc70                                    1
Axis     Italy      aSoft           CR_42                300 500 500 2sc70                                    1
Axis     Italy      aTank           CR_42                300 500 500 2sc70                                    1
