<RedRecon>	<This group is to proceed to %s to reconnoiter German ground positions in the area.\n>
<RedRecon>	<This group is to conduct high-speed low altitude reconnaisance at %s.\n>
<RedRecon>	<Earlier today a small bomber force attacked targets in the %s area in an almost complete overcast. As the weather improved, this group is to reconnoiter the area and assess the damage caused.\n>

<RedReconEsc>	<This group is to proceed to %s to reconnoiter German ground positions in the area.\n>
<RedReconEsc>	<This group is to conduct high-speed low altitude reconnaisance at %s.\n>
<RedReconEsc>	<Earlier today a small bomber force attacked targets in the %s area in an almost complete overcast. As the weather improved, this group is to reconnoiter the area and assess the damage caused.\n>

<BlueRecon>	<This group is to proceed to %s to reconnoiter Soviet ground positions in the area.\n>
<BlueRecon>	<This group is to conduct reconnaisance at %s. Other flights passing through the area have noticed hectic ground movement, and we assume something big is brewing there\n>
<BlueRecon>	<Earlier today a small Jabo force attacked targets in the %s area in a very thick ground haze. They've reported a very large column of tanks and trucks on this roadway. You are to proceed to that area and reconnoiter the road for the results of their bombing, and any signs of Soviet troop movement.\n>

<BlueReconEsc>	<This group is to proceed to %s to reconnoiter Soviet ground positions in the area.\n>
<BlueReconEsc>	<This group is to conduct reconnaisance at %s. Other flights passing through the area have noticed hectic ground movement, and we assume something big is brewing there\n>
<BlueReconEsc>	<Earlier today a small Jabo force attacked targets in the %s area in a very thick ground haze. They've reported a very large column of tanks and trucks on this roadway. You are to proceed to that area and reconnoiter the road for the results of their bombing, and any signs of Soviet troop movement.\n>

<RedColumn>	<The target of the strike is German transport columns at %s. I don't have to tell you how important these types of missions are for the overall situation at the front. We can hope to seriously disrupt German operations in this whole area if we keep their supplies from reaching their troops.\n>
<RedColumn>	<They are to proceed to %s, where the bombers will attack German transport columns. The roads in the area are feeding a very important section of the front. By attacking German supply lines we can greatly increase our chance of success in the overall sector.\n>
<RedColumn>	<The strike group will proceed to %s. Months of our efforts are finally paying off, and the supply situation is becoming a huge headache for the Germans. Keep the pressure up, seek out and destroy any supply convoys you may find. They will most likely be well protected and small in size. If you don't find any convoys, railway traffic is your secondary priority.\n>

