<RedRecon>	<Ce groupe doit avancer jusqu'à %s afin de reconnaître les positions terrestres allemandes dans la région. \n>
<RedRecon>	<Ce groupe doit effectuer une reconnaissance à basse altitude et à grande vitesse à %s.\n>
<RedRecon>	<Tôt aujourd'hui, un petit groupe de bombardiers a attaqué des cibles dans la région de %s, et ce dans des conditions météo déplorables. Maintenant que le temps s'améliore, ce groupe doit aller reconnaître la région et déterminer les dégâts causés. \n>

<RedReconEsc>	<Ce groupe doit avancer jusqu'à %s afin de reconnaître les positions terrestres allemandes dans la région. \n>
<RedReconEsc>	<Ce groupe doit effectuer une reconnaissance à basse altitude et à grande vitesse à %s.\n>
<RedReconEsc>	<Tôt aujourd'hui, un petit groupe de bombardiers a attaqué des cibles dans la région de %s, et ce dans des conditions météo déplorables. Maintenant que le temps s'améliore, ce groupe doit aller reconnaître la région et déterminer les dégâts causés. \n>

<BlueRecon>	<Ce groupe doit avancer jusqu'à %s afin de reconnaître les positions terrestres soviétiques dans la région. \n>
<BlueRecon>	<Ce groupe doit effectuer une reconnaissance à %s. D'autres appareils évoluant dans la zone ont remarqué d'intenses mouvements terrestres, et nous supposons que quelque chose d'important s'y trame. \n>
<BlueRecon>	<Tôt aujourd'hui, un petit groupe de Jabos a attaqué des cibles dans la région de %s, et ce dans une brume terrestre très dense. Les pilotes ont signalé une très grande colonne de chars et de camions sur cette route. Vous devez vous rendre dans cette région et vérifier les résultats de leur bombardement sur la route, ainsi que tout signe de mouvement des troupes soviétiques. \n>

<BlueReconEsc>	<Ce groupe doit avancer jusqu'à %s afin de reconnaître les positions terrestres soviétiques dans la région. \n>
<BlueReconEsc>	<Ce groupe doit effectuer une reconnaissance à %s. D'autres appareils évoluant dans la zone ont remarqué d'intenses mouvements terrestres, et nous supposons que quelque chose d'important s'y trame. \n>
<BlueReconEsc>	<Tôt aujourd'hui, un petit groupe de Jabos a attaqué des cibles dans la région de %s, et ce dans une brume terrestre très dense. Les pilotes ont signalé une très grande colonne de chars et de camions sur cette route. Vous devez vous rendre dans cette région et vérifier les résultats de leur bombardement sur la route, ainsi que tout signe de mouvement des troupes soviétiques. \n>

<RedColumn>	<Les cibles de l'attaque sont des colonnes de transport allemandes à %s. Je n'ai pas à vous rappeler combien ce type de mission est important pour l'ensemble de la situation sur le front. Nous pouvons espérer perturber sérieusement les opérations allemandes sur l'ensemble de la région si nous empêchons leur ravitaillement d'atteindre leurs troupes. \n>
<RedColumn>	<Ils devront se rendre à %s, où les bombardiers attaqueront les colonnes de transport allemandes. Les routes de la région alimentent une part très importante du front. En attaquant les lignes de ravitaillement allemandes, nous pouvons accroître sérieusement nos chances de succès dans tout le secteur. \n>
<RedColumn>	<Le groupe d'attaque se rendra à %s. Des mois d'efforts finissent par payer, et la situation en matière de ravitaillement devient un gigantesque casse-tête pour les Allemands. Maintenez la pression, recherchez et détruisez tous les convois de ravitaillement que vous pourrez trouver. Ils seront le plus souvent probablement bien protégés et de taille réduite. Si vous ne trouvez aucun convoi, votre seconde priorité sera le trafic ferroviaire. \n>

<RedColumnEsc>	<Les cibles de l'attaque sont des colonnes de transport allemandes à %s. Je n'ai pas à vous rappeler combien ce type de mission est important pour l'ensemble de la situation sur le front. Nous pouvons espérer perturber sérieusement les opérations allemandes sur l'ensemble de la région si nous empêchons leur ravitaillement d'atteindre leurs troupes. \n>
<RedColumnEsc>	<Ils devront se rendre à %s, où les bombardiers attaqueront les colonnes de transport allemandes. Les routes de la région alimentent une part très importante du front. En attaquant les lignes de ravitaillement allemandes, nous pouvons accroître sérieusement nos chances de succès dans tout le secteur. \n>
<RedColumnEsc>	<Le groupe d'assaut attaquera les routes de ravitaillement ennemies dans le secteur de %s. Dans l'éventualité d'une faible opposition ennemie, les appareils d'escorte sont autorisés à quitter le groupe et à attaquer d'autres cibles au sol si l'occasion se présente. \n>
<RedColumnEsc>	<Le groupe d'assaut se rendra à %s pour rechercher et détruire les véhicules terrestres ennemis, en particulier les camions de ravitaillement. Aucune opposition ennemie n'est attendue, alors prenez soin de tirer toutes vos munitions sans vous inquiéter d'un éventuel combat aérien. \n>
<RedColumnEsc>	<Le groupe d'assaut doit attaquer les routes de ravitaillement allemandes à proximité de %s. Les bombardiers comme les appareils d'escortes doivent rechercher et détruire tous les véhicules ennemis repérés. \n>
<RedColumnEsc>	<Le groupe d'attaque se rendra à %s. Des mois d'efforts finissent par payer, et la situation en matière de ravitaillement devient un gigantesque casse-tête pour les Allemands. Maintenez la pression, recherchez et détruisez tous les convois de ravitaillement que vous pourrez trouver. Ils seront le plus souvent probablement bien protégés et de taille réduite. Si vous ne trouvez aucun convoi, votre seconde priorité sera le trafic ferroviaire. \n>

<BlueColumn>	<Les cibles du groupe d'assaut sont les colonnes de véhicules soviétiques à %s. Ce ne sera pas facile cette fois, la région grouille de 'ruskofs' à la gâchette facile. Vous pouvez vous attendre à un tir de DCA intense tout au long de la mission. Les appareils d'escorte devront protéger les bombardiers à tout prix ! Dans la mesure où le secteur est saturé de chasseurs ennemis, vous serez constamment harcelé au cours de la mission. \n>
<BlueColumn>	<L'objectif du groupe d'assaut est %s. Les renseignements sont sporadiques et nous ne connaissons pas la situation exacte autour de la cible, mais soyez sûrs qu'il y aura plein de Russes. Les combats terrestres ont été plutôt intenses là-bas, alors attendez-vous à toutes sortes de cibles intéressantes dispersées dans la campagne. \n>
<BlueColumn>	<Le groupe d'assaut se rendra à %s pour rechercher et détruire les véhicules terrestres ennemis, en particulier les camions de ravitaillement.  Une forte opposition aérienne ennemie est attendue, alors restez à basse altitude et à grande vitesse afin de minimiser les risques d'être repéré. Bonne chance ! \n>
<BlueColumn>	<Objectif : %s. Les véhicules de ravitaillement russes ne parviennent pas à maintenir leur avance, et cela constitue notre première opportunité de donner des maux de tête aux 'ruskofs'. Maintenez la pression sur leurs lignes de ravitaillement, recherchez et détruisez tout convoi de ravitaillement que vous pourrez trouver. Ils seront le plus souvent probablement bien protégés et de taille réduite. Si vous ne trouvez aucun convoi, votre seconde priorité sera le trafic ferroviaire. \n>

<BlueColumnEsc>	<L'objectif du groupe d'assaut est un convoi soviétique à proximité de %s. Récemment, nos Jabos ont subi de lourdes pertes dans ce secteur. Vos cibles sont situées dans le voisinage direct d'une base soviétique, vous pouvez donc vous attendre à ce qu'une force considérable décolle pour vous accueillir. Bonne chance mes amis, j'espère vous revoir tous ici à notre retour. \n>
<BlueColumnEsc>	<Le groupe d'assaut attaquera les colonnes de véhicules russes dont le mouvement a été rapporté dans la région de  %s. Si aucun chasseur ennemi ne se montre, les appareils d'escorte sont libres de rester dans les parages un moment et de mitrailler ce qu'ils trouvent. \n>
<BlueColumnEsc>	<Leur cible est %s. Avec la plupart des lignes ferroviaires détruites dans ce secteur, les Russes dépendent désormais essentiellement du ravitaillement acheminé par les colonnes de transport. C'est ce que les Jabos vont attaquer aujourd'hui. Préparez-vous à une puissante opposition aérienne ennemie. Ils ne s'attendent probablement pas à une escorte de cette taille, et avec de la chance, ils ne vous considèreront que comme une partie de la force d'assaut et ne penseront pas que vous puissiez constituer une réelle menace. Bonne chance ! Rapportez-nous des victoires. \n>
<BlueColumnEsc>	<Le groupe d'assaut attaquera les colonnes de véhicules russes dont le mouvement a été rapporté dans le secteur de  %s. En raison de la supériorité aérienne soviétique, le trafic routier s'effectue sans la plus élémentaire des précautions contre des attaques venant des airs. Nous allons aujourd'hui donner une leçon aux 'ruskofs' sur l'arrogance ! \n>

<RedTrain>	<Les cibles du raid sont des trains allemands à %s. Je n'ai pas à vous rappeler l'importance des chemins de fer pour le ravitaillement. Nous pouvons espérer ralentir sérieusement les opérations allemandes sur l'ensemble de la région si nous mettons ce dépôt ferroviaire hors d'usage. \n>
<RedTrain>	<Le groupe d'assaut doit attaquer les trains allemands près de %s. Frappez tous les trains que vous voyez, anéantissez les fantassins allemands et le matériel militaire avant qu'ils aient une chance de tirer sur nos fantassins ! \n>

<RedTrainEsc>	<Le groupe d'assaut attaquera des cibles ferroviaires dans le secteur de %s. Dans l'éventualité d'une faible opposition ennemie, les appareils d'escorte sont autorisés à quitter leurs bombardiers et à attaquer d'autres cibles si l'occasion se présente dans la région. \n>
<RedTrainEsc>	<Le groupe d'assaut doit attaquer les trains allemands près de %s. Frappez tous les trains que vous voyez, anéantissez les fantassins allemands et le matériel militaire avant qu'ils aient une chance de tirer sur nos hommes au sol ! \n>

<BlueTrain>	<La cible du groupe d'assaut sera le réseau de ravitaillement ferroviaire soviétique dans le secteur de %s. Ce ne sera pas facile cette fois, la région grouille de 'ruskofs' à la gâchette facile. Vous pouvez vous attendre à un tir de DCA intense tout au long de la mission. Les lignes de chemin de fer demeurent la méthode la plus rapide d'acheminement du ravitaillement vers les troupes du front. Suivez les lignes ferroviaires dans le secteur qui vous est assigné, recherchez et détruisez tous les trains que vous verrez. Soyez sur vos gardes à tout moment ! \n>
<BlueTrain>	<Le groupe d'assaut se rendra à %s et attaquera les trains soviétiques. L'ennemi a réparé le réseau de chemin de fer détruit par leurs propres bombes et l'utilise pour acheminer du ravitaillement sur le front. Aujourd'hui, vous ferez la chasse aux trains et attaquerez tout ce que vous verrez. Soyez prudents ! Des chasseurs ennemis sont attendus. \n>
<BlueTrain>	<Le groupe d'assaut effectuera  une chasse aux trains dans le secteur de %s. Restez à basse altitude et à grande vitesse, et avec de la chance, cela réduira votre exposition à la DCA ainsi que les risques d'être repéré par des chasseurs ennemis. La région grouille d'étrangers, alors faites votre boulot et déguerpissez aussi vite que vous le pourrez. Bonne chance ! \n>

<BlueTrainEsc>	<Le groupe d'assaut va rendre une autre visite à nos amis russes. Ils attendent notre livraison spéciale depuis trop longtemps dans le secteur %s. Votre principale cible est le trafic ferroviaire. Dans l'éventualité peu probable d'une faible opposition ennemie, les appareils d'escorte sont autorisés à quitter leurs bombardiers après qu'ils ont largué leurs œufs, et à attaquer d'autres cibles dans la région si l'occasion se présente. \n>
<BlueTrainEsc>	<Le groupe d'assaut attaquera les trains de ravitaillement russes dans la région de %s. L'ennemi compte de plus en plus sur le transport ferroviaire pour son ravitaillement. En raison de sa supériorité aérienne, les attaques sont très difficiles et se heurtent à la fois à la DCA et aux chasseurs. Bien que nous ne puissions pas faire grand chose pour la DCA, les appareils d'escorte peuvent, espérons-le, aider les Jabos face aux chasseurs. Bonne chance ! \n>
<BlueTrainEsc>	<L'importance du chemin de fer pour l'effort de guerre soviétique ne doit pas être pris à la légère. Le groupe d'assaut attaquera les trains soviétiques dans le secteur %s. Frappez tous les trains que vous verrez, anéantissez les fantassins ennemis et détruisez le matériel militaire avant qu'ils aient une chance de l'utiliser contre nos hommes sur le front. \n>
	
<RedTown>	<Les cibles du raid sont des usines de production allemandes à %s. Celles-ci sont signalées comme produisant des éléments des chasseurs Focke-Wulf. Il se peut que vous voyiez des exemplaires finis de ces appareils au cours de la mission. S'ils deviennent un problème dont vous ne pouvez vous sortir seul, demandez assistance à un autre allié qui évolue dans la région. \n>
<RedTown>	<La cible du groupe d'assaut est %s. Il attaquera une zone de ravitaillement pour les troupes allemandes se dirigeant vers le front, ainsi que les entrepôts à proximité contenant des armes et d'autres provisions. C'est une cible de haute priorité pour les allemands, alors prenez garde aux chasseurs ennemis et faites en sorte que nos pertes soient minimes. \n>
<RedTown>	<Le groupe d'assaut se rendra à %s. Sa cible est un ensemble d'entrepôts d'importance stratégique. Il faut s'attendre à une présence massive de DCA sur la zone cible, alors tâchez de rester au-dessus ou en dessous d'elle si vous décidez de mitrailler des cibles d'opportunité. \n>
<RedTown>	<Le groupe d'assaut frappera les baraquements des troupes allemandes à %s, que nos renseignements signalent comme étant utilisés par les servants de DCA des trains. Espérons qu'ils ne sont pas trop bons tireurs, car vous aurez aussi à vous occuper des avions de la Luftwaffe. \n>

<RedTownEsc>	<Les cibles du raid sont des usines de production allemandes à %s. Celles-ci sont signalées comme produisant des éléments des chasseurs Focke-Wulf. Vous aurez certainement toutes les chances de voir des exemplaires finis de ces appareils durant la mission. Réduisez-les à l'état de pièces détachées. \n>
<RedTownEsc>	<La cible du groupe d'assaut est %s. Il frappera une zone de ravitaillement des troupes allemandes faisant route vers le front, ainsi que les entrepôts avoisinants contenant des armes et d'autres provisions. Il s'agit d'une cible de haute priorité pour les Allemands, alors prenez garde aux chasseurs ennemis et faites en sorte que nos pertes soient minimes. \n>
<RedTownEsc>	<Le groupe d'assaut se rendra à %s. Sa cible est un ensemble d'entrepôts d'importance stratégique. Il faut s'attendre à une présence massive de DCA sur la zone cible, alors tâchez de rester au-dessus ou bien en dessous d'elle si vous décidez de mitrailler des cibles d'opportunité. \n>
<RedTownEsc>	<Le groupe d'assaut frappera les baraquements des troupes allemandes à %s, que nos renseignements signalent comme étant utilisés par les servants de DCA des trains. Espérons qu'ils ne sont pas trop bons tireurs, car vous aurez aussi à vous occuper des avions de la Luftwaffe. \n>

