<RedRecon>	<Tato skupina poletí k bodu %s a v tomto prostoru zjistí postavení nìmeckých jednotek.\n>
<RedRecon>	<Tato skupina provede z malé výšky pøi velké rychlostí vzdušný prùzkum u bodu %s.\n>
<RedRecon>	<Dnes v pøedchozích hodinách provedla malá skupina bombardérù nálet na cíle v prostoru %s za velké oblaènosti. Jak se zlepšilo poèasí, vydala se tato skupina na prùzkum s cílem zjistit škody zpùsobené pøi náletu.\n>

<RedReconEsc>	<Tato skupina poletí k bodu %s a v tomto prostoru zjistí postavení nìmeckých jednotek.\n>
<RedReconEsc>	<Tato skupina provede z malé výšky pøi velké rychlostí vzdušný prùzkum u bodu %s.\n>
<RedReconEsc>	<Dnes v pøedchozích hodinách provedla malá skupina bombardérù úder na cíle v prostoru %s za velké oblaènosti. Jak se zlepšilo poèasí, vydala se tato skupina na prùzkum s cílem zjistit škody zpùsobené pøi náletu.\n>

<BlueRecon>	<Tato skupina poletí k bodu %s a v tomto prostoru zjistí postavení sovìtských jednotek.\n>
<BlueRecon>	<Tato skupina provede prùzkum u bodu %s. Letecké skupiny prolétající touto oblastí zaznamenaly mohutný pøesun pozemních jednotek, nepøítel tam nìco velkého chystá.\n>
<BlueRecon>	<Dnes v pøedchozích hodinách provedla malá Jabo skupina úder na cíle v prostoru %s za silné pøízemní mlhy. Ohlásily velkou kolonu složenou z tankù a nákladních aut na této komunikaci. Provedete prùzkum této komunikace s cílem zjistit škody zpùsobené pøi jejich náletu a také zjistíte, zda se v okolí nepohybují další sovìtské jednotky.\n>

<BlueReconEsc>	<Tato skupina poletí k bodu %s a v tomto prostoru prozkoumá postavení sovìtských jednotek.\n>
<BlueReconEsc>	<Tato skupina provede prùzkum u bodu %s. Letecké skupiny prolétající touto oblastí zaznamenaly mohutný pøesun pozemních jednotek, nepøítel tam nìco velkého chystá.\n>
<BlueReconEsc>	<Dnes v pøedchozích hodinách provedla malá Jabo skupina úder na cíle v prostoru %s za silné pøízemní mlhy. Ohlásily velkou kolonu složenou z tankù a nákladních aut na této komunikaci. Provedete prùzkum této komunikace s cílem zjistit škody zpùsobené pøi jejich náletu a také zjistíte, zda se v okolí nepohybují další sovìtské jednotky.\n>

<RedColumn>	<Cílem útoku je nìmecká transportní kolona u bodu %s. Nedokáži urèit, jak takovéto akce dalece ovlivní celkovou situaci na frontì. Mùžeme doufat, že vážnì narušíme nìmecké operace v celé této oblasti pokud se nám podaøí, aby zásoby nedorazili k jejich jednotkám.\n>
<RedColumn>	<Je nutné letìt do prostoru %s, kde bombardéry zaútoèí na nìmecké transportní kolony. Komunikace v této oblasti jsou používány k zásobování velmi dùležitého úseku fronty. Bombardováním nìmeckých zásobovacích tras mùžeme zvýšit naše šance na úspìch v celém sektoru.\n>
<RedColumn>	<Úderná skupina poletí do prostoru %s. Mìsíce našeho snažení koneènì pøináší své ovoce a Nìmci zaèínají mít vážné problémy se zásobováním. Nesmíme nyní v našem tlaku polevit. Kolony nebudou už tak velké a budou s velkou pravdìpodobností velmi dobøe chránìny. Pokud nenajdete na cestách žádný konvoj, máte jako náhradní cíl provoz železnièní komunikaci.\n>

<RedColumnEsc>	<Cílem útoku je nìmecká transportní kolona u bodu %s. Nedokáži urèit, jak takovéto akce dalece ovlivní celkovou situaci na frontì. Mùžeme doufat, že vážnì narušíme nìmecké operace v celé této oblasti pokud se nám podaøí, aby zásoby nedorazili k jejich jednotkám.\n>
<RedColumnEsc>	<Je nutné letìt do prostoru %s, kde bombardéry zaútoèí na nìmecké transportní kolony. Komunikace v této oblasti jsou používány k zásobování velmi dùležitého úseku fronty. Bombardováním nìmeckých zásobovacích tras mùžeme zvýšit naše šance na úspìch v celém sektoru.\n>
<RedColumnEsc>	<Úderná skupina zaútoèí na nepøátelské zásobovací trasy v sektoru %s. V pøípadì slabého odporu nepøítele ve vzduchu má doprovod povoleno podle pøíležitosti útoèit na pozemní cíle.\n>
<RedColumnEsc>	<Úderná skupina má za úkol v prostoru %s vyhledat a znièit pozemní vozidla, zvláštì pak nákladní auta. V sektoru není oèekávána jakákoli aktivita nepøátelského letectva, proto mùžete všechnu munici bez obav použít na pozemní cíle.\n>
<RedColumnEsc>	<Úderná skupina zaútoèí na nìmecké zásobovací trasy poblíž bodu %s. Bombardéry i doprovod musí vyhledat a znièit všechna vozidla, která v tomto prostoru spatøí.\n>
<RedColumnEsc>	<Úderná skupina poletí do prostoru %s. Mìsíce našeho snažení koneènì pøináší své ovoce a Nìmci zaèínají mít vážné problémy se zásobováním. Nesmíme nyní v našem tlaku polevit. Kolony budou malé a s velkou pravdìpodobností budou velmi dobøe chránìny. Pokud nenajdete na cestách žádnou kolonu, máte jako náhradní cíl urèen provoz na železnièní komunikaci.\n>

