Allies	Fighter	HurricaneMkIa	350	3000	default	1
Allies	Fighter	HurricaneMkIIb	350	3000	default	1
Allies	Fighter	HurricaneMkIIc	350	3000	default	1
Allies	Fighter	HurricaneMkIIbMod	350	3000	default	1
Allies	Fighter	SPITFIRE5B	400	3000	default	1
Allies	Fighter	SPITFIRE5BCLP	400	3000	default	1
Allies	Fighter	SPITFIRE5BLF	400	3000	default	1
Allies	Fighter	SPITFIRE5BLFCLP	400	3000	default	1
Allies	Fighter	SPITFIRE9C	400	3000	default	1
Allies	Interceptor	SPITFIRE9C	400	3000	default	1
Allies	FBomber	SPITFIRE9C	300	300	250lb	1
Allies	FBomber	SPITFIRE9C	300	300	500lb	1
Allies	FBomber	SPITFIRE9C	300	300	500lb250lb	1
Allies	Fighter	SPITFIRE9CCLP	400	3000	default	1
Allies	Interceptor	SPITFIRE9CCLP	400	3000	default	1
Allies	FBomber	SPITFIRE9CCLP	300	300	250lb	1
Allies	FBomber	SPITFIRE9CCLP	300	300	500lb	1
Allies	FBomber	SPITFIRE9CCLP	300	300	500lb250lb	1
Allies	Fighter	SPITFIRE9E	400	3000	default	1
Allies	Interceptor	SPITFIRE9E	400	3000	default	1
Allies	FBomber	SPITFIRE9E	300	300	250lb	1
Allies	FBomber	SPITFIRE9E	300	300	500lb	1
Allies	FBomber	SPITFIRE9E	300	300	500lb250lb	1
Allies	Fighter	SPITFIRE9ECLP	400	3000	default	1
Allies	Interceptor	SPITFIRE9ECLP	400	3000	default	1
Allies	FBomber	SPITFIRE9ECLP	300	300	250lb	1
Allies	FBomber	SPITFIRE9ECLP	300	300	500lb	1
Allies	FBomber	SPITFIRE9ECLP	300	300	500lb250lb	1
Allies	Fighter	SPITFIRE9EHF	400	3000	default	1
Allies	Interceptor	SPITFIRE9EHF	400	3000	default	1
Allies	FBomber	SPITFIRE9EHF	300	300	250lb	1
Allies	FBomber	SPITFIRE9EHF	300	300	500lb	1
Allies	FBomber	SPITFIRE9EHF	300	300	500lb250lb	1
Allies	Fighter	F2A2	300	3000	default	1
Allies	Reconplane	P_39N	350	3000	default	1
Allies	Fighter	P_39N	350	3000	default	1
Allies	FBomber	P_39N	350	300	1xFAB250	1
Allies	Fighter	P_39Q1	350	3000	default	1
Allies	FBomber	P_39Q1	350	300	1xFAB250	1
Allies	Fighter	P_39Q10	400	3000	default	1
Allies	Transfer	P_39Q10	400	3000	default	1
Allies	FBomber	P_39Q10	400	300	1xFAB250	1
Allies	Fighter	P_40E	350	3000	default	1
Allies	Fighter	P_40M	350	3000	default	1
Allies	Transfer	P_40M	350	3000	default	1
Allies	FAttack	P_40EM105	350	1000	4rs82	1
Allies	FBomber	P_40EM105	350	300	1fab250	1
Allies	Fighter	P_47D10	350	5000	overload	1
Allies	Transfer	P_47D10	350	5000	default	1
Allies	Interceptor	P_47D22	350	5000	overload	1
Allies	FAttack	P_47D22	350	500	6x45	1
Allies	FBomber	P_47D22	350	500	1x1000	1
Allies	FBomber	P_47D22	350	500	1x10006x45	1
Allies	Fighter	P_47D22	350	5000	overload	1
Allies	Transfer	P_47D22	350	5000	default	1
Allies	FAttack	P_47D22	350	500	6x45	1
Allies	FBomber	P_47D22	350	500	2x500	1
Allies	FBomber	P_47D22	350	500	2x5006x45	1
Allies	FBomber	P_47D22	350	500	1x1000	1
Allies	FBomber	P_47D22	350	500	1x10002x500	1
Allies	FBomber	P_47D22	350	500	1x10006x45	1
Allies	FBomber	P_47D22	350	500	1x10002x5006x45	1
Allies	Fighter	P_47D27	350	5000	overload	1
Allies	Transfer	P_47D27	350	5000	default	1
Allies	FAttack	P_47D27	350	500	6x45	1
Allies	FBomber	P_47D27	350	500	2x500	1
Allies	FBomber	P_47D27	350	500	2x5006x45	1
Allies	FBomber	P_47D27	350	500	1x1000	1
Allies	FBomber	P_47D27	350	500	1x10002x500	1
Allies	FBomber	P_47D27	350	500	1x10006x45	1
Allies	FBomber	P_47D27	350	500	1x10002x5006x45	1
Allies	CFighter	F4U1A	400	4500	default	1
