
Traduction fran\u00E7aise par Richard CAMPAN,alias PB0_Roll,KGM_Darkroll,Rollnloop sur les diff\u00E9rents forums de la communaut\u00E9 IL2FB.Amusez vous bien !




<RedRecon>	<Cette patrouille op\u00E8rera une reconnaissance des positions Allemandes autour de %s. L'Etat Major a besoin de conna\u00EEtre l'\u00E9tat des d\u00E9fenses a\u00E9riennes pour programmer les prochaines missions des groupes d'assaut.\n>
<RedRecon>	<Cette patrouille op\u00E8rera une reconnaissance sur le secteur de %s. L'Etat Major sait qu'une division d'infanterie motoris\u00E9e fait mouvement dans cette zone, mais jusqu'\u00E0 pr\u00E9sent impossible de la localiser pr\u00E9cis\u00E9ment. D\u00E9busquez la, et ne vous faites pas remarquer.Nous enverrons un groupe de bombardement en fonction de votre rapport, et il est important qu'il b\u00E9n\u00E9ficie de l'effet de surprise. \n>
<RedRecon>	<Cette patrouille op\u00E8rera une reconnaissance sur le secteur de %s. Il y a quelques heures les bombardiers lourds ont attaqu\u00E9 une division SS \u00E0 cet endroit, dans un temps compl\u00E8tement bouch\u00E9. Vous devrez \u00E9valuer les d\u00E9g\u00E2ts. S'ils sont insuffisants une nouvelle mission de harc\u00E8lement devra \u00EAtre programm\u00E9e. Bonne chance !\n>

<RedReconEsc>	<Cette patrouille op\u00E8rera une reconnaissance des positions Allemandes autour de %s. L'Etat Major a besoin de conna\u00EEtre l'\u00E9tat des d\u00E9fenses a\u00E9riennes pour programmer les prochaines missions des groupes d'assaut. L'escorte devra veiller \u00E0 repousser toute agression de la Luftwaffe.\n>
<RedReconEsc>	<Cette patrouille op\u00E8rera une reconnaissance sur le secteur de %s. L'Etat Major sait qu'une division d'infanterie motoris\u00E9e fait mouvement dans cette zone, mais jusqu'\u00E0 pr\u00E9sent impossible de la localiser pr\u00E9cis\u00E9ment. D\u00E9busquez la, et ne vous faites pas remarquer.Nous enverrons un groupe de bombardement en fonction de votre rapport, et il est important qu'il b\u00E9n\u00E9ficie de l'effet de surprise. L'escorte devra veiller \u00E0 repousser toute agression de la Luftwaffe. \n>
<RedReconEsc>	<Cette patrouille op\u00E8rera une reconnaissance sur le secteur de %s. Il y a quelques heures les bombardiers lourds ont attaqu\u00E9 une division SS \u00E0 cet endroit, dans un temps compl\u00E8tement bouch\u00E9.Vous devrez \u00E9valuer les d\u00E9g\u00E2ts. S'ils sont insuffisants une nouvelle mission de harc\u00E8lement devra \u00EAtre programm\u00E9e. L'escorte devra veiller \u00E0 repousser toute agression de la Luftwaffe. Bonne chance !\n>

<BlueRecon>	<Ce Schwarm op\u00E8rera une reconnaissance des positions Alli\u00E9es autour de %s. L'Etat Major a besoin de conna\u00EEtre l'\u00E9tat des d\u00E9fenses a\u00E9riennes pour programmer les prochaines missions des Jabos.\n>
<BlueRecon>	<Ce Schwarm op\u00E8rera une reconnaissance sur le secteur de %s. L'Etat Major sait qu'une division d'infanterie motoris\u00E9e fait mouvement dans cette zone, mais jusqu'\u00E0 pr\u00E9sent impossible de la localiser pr\u00E9cis\u00E9ment. D\u00E9busquez la, et ne vous faites pas remarquer.Nous enverrons un groupe de bombardement en fonction de votre rapport, et il est important qu'il b\u00E9n\u00E9ficie de l'effet de surprise. \n>
<BlueRecon>	<Ce Schwarm op\u00E8rera une reconnaissance sur le secteur de %s. Il y a quelques heures les Jabos ont attaqu\u00E9 une division US \u00E0 cet endroit, dans un temps compl\u00E8tement bouch\u00E9. Vous devrez \u00E9valuer les d\u00E9g\u00E2ts. S'ils sont insuffisants une nouvelle mission de harc\u00E8lement devra \u00EAtre programm\u00E9e. Bonne chance !\n>

<BlueReconEsc>	<Ce Schwarm op\u00E8rera une reconnaissance des positions Alli\u00E9es autour de %s. L'Etat Major a besoin de conna\u00EEtre l'\u00E9tat des d\u00E9fenses a\u00E9riennes pour programmer les prochaines missions des Jabos. L'escorte devra veiller \u00E0 repousser toute agression de l' USAAF.\n>
<BlueReconEsc>	<Ce Schwarm op\u00E8rera une reconnaissance sur le secteur de %s. L'Etat Major sait qu'une division d'infanterie motoris\u00E9e fait mouvement dans cette zone, mais jusqu'\u00E0 pr\u00E9sent impossible de la localiser pr\u00E9cis\u00E9ment. D\u00E9busquez la, et ne vous faites pas remarquer. Nous enverrons un groupe de bombardement en fonction de votre rapport, et il est important qu'il b\u00E9n\u00E9ficie de l'effet de surprise.  L'escorte devra veiller \u00E0 repousser toute agression de l' USAAF.\n>
<BlueReconEsc>	<Ce Schwarm op\u00E8rera une reconnaissance sur le secteur de %s. Il y a quelques heures les Jabos ont attaqu\u00E9 une division US \u00E0 cet endroit, dans un temps compl\u00E8tement bouch\u00E9. Vous devrez \u00E9valuer les d\u00E9g\u00E2ts. S'ils sont insuffisants une nouvelle mission de harc\u00E8lement devra \u00EAtre programm\u00E9e. L'escorte devra veiller \u00E0 repousser toute agression de l' USAAF. Bonne chance !\n>
<RedColumn>	<Objectif: %s. Rechercher et d\u00E9truire tous les v\u00E9hicules qui osent encore circuler de jour. Nos actions de harc\u00E8lement commencent \u00E0 payer et l'approvisionnement est devenu un vrai casse t\u00EAte pour l'ennemi. Encore quelques jours d'efforts et leurs forces du front ne pourront plus tenir sans munitions ni nourriture. Bonne chasse !\n>
