0	412.0	13.536867	391.0	11.017084	
100	414.0	13.539401	392.0	11.019681	
200	415.0	13.64364	393.0	11.123976	
300	416.0	13.808601	395.0	11.269529	
400	418.0	13.971433	396.0	11.413358	
500	420.0	14.132129	398.0	11.555441	
600	422.0	14.290513	401.0	11.695661	
700	425.0	14.446903	404.0	11.834113	
800	428.0	14.600936	406.0	11.970832	
900	431.0	14.752837	409.0	12.105661	
1000	433.0	14.902491	411.0	12.238705	
1100	436.0	15.049862	414.0	12.370003	
1200	439.0	15.19508	417.0	12.499383	
1300	441.0	15.33789	419.0	12.6269865	
1400	444.0	15.478617	422.0	12.752794	
1500	447.0	15.616864	424.0	12.8766575	
1600	449.0	15.752979	427.0	12.9987755	
1700	452.0	15.886618	430.0	13.119012	
1800	455.0	16.018051	432.0	13.237277	
1900	458.0	15.964105	435.0	13.353852	
2000	460.0	15.841385	437.0	13.468426	
2100	463.0	15.716318	440.0	13.581115	
2200	466.0	15.588844	443.0	13.691957	
2300	467.0	15.459009	445.0	13.800753	
2400	468.0	15.326907	448.0	13.907797	
2500	468.0	15.192793	450.0	14.012774	
2600	469.0	15.056543	453.0	14.115859	
2700	470.0	14.898486	455.0	14.135121	
2800	470.0	14.64593	458.0	13.890735	
2900	471.0	14.552662	461.0	13.648237	
3000	471.0	14.709839	463.0	13.407438	
3100	472.0	14.863867	465.0	13.168284	
3200	471.0	15.0147295	464.0	13.232706	
3300	472.0	15.162563	464.0	13.371802	
3400	475.0	15.307227	463.0	13.50833	
3500	478.0	15.448653	463.0	13.64206	
3600	481.0	15.586787	466.0	13.773139	
3700	484.0	15.721736	469.0	13.901504	
3800	487.0	15.853393	472.0	14.027018	
3900	491.0	15.981648	475.0	14.149805	
4000	494.0	16.106472	478.0	14.269796	
4100	497.0	16.227818	480.0	14.386867	
4200	500.0	16.345648	483.0	14.501031	
4300	503.0	16.459951	486.0	14.612398	
4400	506.0	16.570665	489.0	14.720757	
4500	509.0	16.677677	492.0	14.82607	
4600	512.0	16.78093	495.0	14.928319	
4700	515.0	16.880356	498.0	15.027615	
4800	518.0	16.97588	501.0	15.12376	
4900	521.0	17.067417	504.0	15.216716	
5000	524.0	17.15489	507.0	15.306431	
5100	527.0	17.008505	510.0	15.122183	
5200	530.0	16.711306	513.0	14.844475	
5300	533.0	16.416264	516.0	14.568644	
5400	536.0	16.12326	519.0	14.294882	
5500	540.0	15.832289	522.0	14.023	
5600	542.0	15.543343	522.0	13.752936	
5700	541.0	15.256528	522.0	13.4848995	
5800	540.0	14.971661	521.0	13.218648	
5900	540.0	14.6887045	520.0	12.954223	
6000	539.0	14.407795	520.0	12.691686	
6100	539.0	14.128827	519.0	12.430828	
6200	538.0	13.851691	519.0	12.171914	
6300	537.0	13.5765295	518.0	11.914618	
6400	537.0	13.303229	517.0	11.659182	
6500	536.0	13.031692	516.0	11.405362	
6600	535.0	12.762139	516.0	11.153345	
6700	535.0	12.494288	515.0	10.902901	
6800	534.0	12.228289	514.0	10.654252	
6900	533.0	11.964034	514.0	10.407118	
7000	533.0	11.701528	513.0	10.161722	
7100	532.0	11.440782	512.0	9.917872	
7200	531.0	11.181716	511.0	9.675598	
7300	530.0	10.924363	510.0	9.434955	
7400	529.0	10.668693	509.0	9.195801	
7500	529.0	10.414642	509.0	8.958203	
7600	528.0	10.162283	508.0	8.722156	
7700	527.0	9.911446	507.0	8.487553	
7800	526.0	9.662331	506.0	8.25441	
7900	525.0	9.414726	505.0	8.022817	
8000	524.0	9.168651	504.0	7.792626	
8100	523.0	8.924211	503.0	7.563842	
8200	522.0	8.681236	502.0	7.33644	
8300	521.0	8.439729	501.0	7.11048	
8400	520.0	8.199784	499.0	6.8859034	
8500	519.0	7.9613037	498.0	6.6626773	
8600	518.0	7.7242427	497.0	6.4407754	
8700	517.0	7.488599	496.0	6.220194	
8800	516.0	7.2543645	495.0	6.000909	
8900	515.0	7.021597	493.0	5.7829213	
9000	514.0	6.790189	492.0	5.5662055	
9100	512.0	6.560141	490.0	5.350744	
9200	511.0	6.3314314	489.0	5.136524	
9300	510.0	6.1040497	487.0	4.9235234	
9400	508.0	5.878028	486.0	4.711731	
9500	507.0	5.6534047	484.0	4.5011234	
9600	506.0	5.430241	482.0	4.291682	
9700	504.0	5.208464	481.0	4.0833874	
9800	502.0	4.9880285	479.0	3.876357	
9900	501.0	4.7689943	477.0	3.6705942	
10000	499.0	4.551307	474.0	3.466086	
