0	573.0	27.538567	518.0	19.191984	
100	575.0	27.540165	520.0	19.19197	
200	577.0	27.54108	521.0	19.191435	
300	579.0	27.53306	523.0	19.181501	
400	581.0	27.518204	525.0	19.168997	
500	583.0	27.502785	527.0	19.156073	
600	585.0	27.48681	528.0	19.142729	
700	587.0	27.470266	530.0	19.128962	
800	589.0	27.453138	532.0	19.114758	
900	591.0	27.435427	534.0	19.100115	
1000	593.0	27.41712	536.0	19.085018	
1100	595.0	27.398186	537.0	19.069475	
1200	597.0	27.378645	539.0	19.053465	
1300	599.0	27.358467	541.0	19.03699	
1400	601.0	27.337645	543.0	19.020037	
1500	603.0	27.31617	544.0	19.002604	
1600	605.0	27.294027	546.0	18.984673	
1700	607.0	27.271214	548.0	18.966242	
1800	609.0	27.247713	550.0	18.947306	
1900	611.0	27.223503	552.0	18.927847	
2000	613.0	27.198566	554.0	18.907877	
2100	615.0	27.172901	555.0	18.887362	
2200	617.0	27.14649	557.0	18.866304	
2300	619.0	27.119333	559.0	18.844688	
2400	621.0	27.091381	561.0	18.82251	
2500	623.0	27.062643	563.0	18.79976	
2600	625.0	27.033102	565.0	18.776424	
2700	627.0	27.002735	567.0	18.7525	
2800	629.0	26.971506	569.0	18.727959	
2900	631.0	26.939445	570.0	18.702808	
3000	633.0	26.906576	572.0	18.677027	
3100	635.0	26.872808	574.0	18.650648	
3200	637.0	26.838144	576.0	18.623638	
3300	639.0	26.802534	578.0	18.595964	
3400	641.0	26.765978	580.0	18.567627	
3500	643.0	26.728432	582.0	18.53859	
3600	645.0	26.689894	584.0	18.508856	
3700	647.0	26.650417	586.0	18.478407	
3800	649.0	26.60995	588.0	18.447224	
3900	651.0	26.568417	590.0	18.415337	
4000	653.0	26.52579	592.0	18.38275	
4100	655.0	26.482052	594.0	18.349401	
4200	658.0	26.437237	596.0	18.315256	
4300	660.0	26.391344	598.0	18.280306	
4400	662.0	26.344423	601.0	18.244532	
4500	664.0	26.29697	603.0	18.208002	
4600	666.0	26.248943	605.0	18.170671	
4700	668.0	26.2003	607.0	18.132462	
4800	671.0	26.151049	609.0	18.093351	
4900	673.0	26.101166	611.0	18.053354	
5000	675.0	25.9992	613.0	18.01256	
5100	677.0	25.551697	615.0	17.970808	
5200	679.0	25.104921	618.0	17.92807	
5300	682.0	24.662071	620.0	17.88442	
5400	684.0	24.222912	622.0	17.839851	
5500	686.0	23.787579	624.0	17.794247	
5600	689.0	23.355864	626.0	17.747967	
5700	691.0	22.927898	629.0	17.701147	
5800	693.0	22.503468	631.0	17.65377	
5900	696.0	22.08271	633.0	17.605837	
6000	698.0	21.665457	635.0	17.557346	
6100	698.0	21.251728	638.0	17.508284	
6200	697.0	20.84149	640.0	17.458645	
6300	696.0	20.434656	642.0	17.408419	
6400	696.0	20.031254	645.0	17.3576	
6500	695.0	19.631231	647.0	17.237474	
6600	694.0	19.24054	649.0	16.87947	
6700	693.0	18.853086	652.0	16.524136	
6800	692.0	18.46868	654.0	16.171453	
6900	691.0	18.087282	656.0	15.821464	
7000	690.0	17.70888	659.0	15.474069	
7100	689.0	17.333443	661.0	15.129253	
7200	688.0	16.960947	664.0	14.787004	
7300	687.0	16.591358	666.0	14.447273	
7400	686.0	16.224663	668.0	14.110073	
7500	685.0	15.860826	667.0	13.775358	
7600	684.0	15.499817	666.0	13.443097	
7700	683.0	15.141609	665.0	13.113284	
7800	682.0	14.786177	664.0	12.7858925	
7900	681.0	14.433479	662.0	12.460881	
8000	679.0	14.083505	661.0	12.138237	
8100	678.0	13.736208	660.0	11.817934	
8200	677.0	13.391561	658.0	11.499966	
8300	676.0	13.049573	657.0	11.184325	
8400	675.0	12.710208	656.0	10.870941	
8500	674.0	12.373407	654.0	10.559786	
8600	672.0	12.039138	653.0	10.250889	
8700	671.0	11.707458	651.0	9.944213	
8800	670.0	11.378247	650.0	9.639681	
8900	668.0	11.051511	648.0	9.337355	
9000	667.0	10.727256	646.0	9.037158	
9100	665.0	10.405383	645.0	8.73907	
9200	664.0	10.085974	643.0	8.443096	
9300	662.0	9.768875	641.0	8.149178	
9400	661.0	9.454198	639.0	7.8573265	
9500	659.0	9.141797	637.0	7.5675063	
9600	658.0	8.831704	635.0	7.2796593	
9700	656.0	8.523908	633.0	6.993857	
9800	654.0	8.218328	631.0	6.709993	
9900	652.0	7.9149847	629.0	6.428041	
10000	650.0	7.613859	626.0	6.1480393	
